TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;HAUL_NUMBER;CODEND_CLOSING;PART_OF_THE_CODEND;FAUNISTIC_CATEGORY;GENUS;SPECIES;NAME_OF_THE_REFERENCE_LIST;TOTAL_WEIGHT_IN_HAUL;TOTAL_NUMBER_IN_HAUL;NUMBER_OF_FEMALES;NUMBER_OF_MALES;NUMBER_OF_UNDETERMINED
TB;ITA;18;BIM;1994;75;S;S;C;ALLO;MED;FM;39.9999991059303;12;0;0;12
TB;ITA;18;BIM;1994;75;S;S;A;ASPI;CUC;FM;216.999992728233;6;0;0;6
TB;ITA;18;BIM;1994;75;S;S;A;BOOP;BOO;FM;836.000025272369;13;0;0;13
TB;ITA;18;BIM;1994;75;S;S;C;ELED;CIR;FM;1337.00001239777;5;4;1;0
TB;ITA;18;BIM;1994;75;S;S;C;ELED;MOS;FM;676.999986171722;7;0;0;7
TB;ITA;18;BIM;1994;75;S;S;A;ENGR;ENC;FM;21.9999998807907;1;0;0;1
TB;ITA;18;BIM;1994;75;S;S;A;EUTR;GUR;FM;12.0000001043081;2;0;0;2
TB;ITA;18;BIM;1994;75;S;S;A;LEPI;CAU;FM;10000;6;0;0;6
TB;ITA;18;BIM;1994;75;S;S;A;LEPT;CAV;FM;17.000000923872;1;0;0;1
TB;ITA;18;BIM;1994;75;S;S;A;LOPH;BUD;FM;201.00000500679;1;0;1;0
TB;ITA;18;BIM;1994;75;S;S;A;LOPH;PIS;FM;1264.00005817413;2;2;0;0
TB;ITA;18;BIM;1994;75;S;S;A;MERL;MER;FM;4500;120;49;67;4
TB;ITA;18;BIM;1994;75;S;S;A;MULL;SUR;FM;488.999992609024;5;2;3;0
TB;ITA;18;BIM;1994;75;S;S;A;PAGE;ACA;FM;1052.99997329712;14;2;12;0
TB;ITA;18;BIM;1994;75;S;S;A;SARD;PIL;FM;435.999989509583;101;0;0;101
TB;ITA;18;BIM;1994;75;S;S;C;SEPI;ELE;FM;43.9999997615814;3;0;0;3
TB;ITA;18;BIM;1994;75;S;S;A;SERA;CAB;FM;28.0000008642673;1;0;0;1
TB;ITA;18;BIM;1994;75;S;S;A;SPIC;SMA;FM;1171.0000038147;26;0;0;26
TB;ITA;18;BIM;1994;75;S;S;C;TODI;EBL;FM;8.00000037997961;1;0;0;1
TB;ITA;18;BIM;1994;75;S;S;A;TRAC;MED;FM;6.00000005215406;1;0;0;1
TB;ITA;18;BIM;1994;75;S;S;A;TRAC;TRA;FM;203.999996185303;31;1;0;30
TB;ITA;18;BIM;1994;75;S;S;A;TRAH;DRA;FM;294.999986886978;3;0;0;3
TB;ITA;18;BIM;1994;75;S;S;A;TRIP;LAS;FM;119.999997317791;2;0;0;2
TB;ITA;18;BIM;1994;75;S;S;A;TRIS;CAP;FM;232.999995350838;8;2;4;2
TB;ITA;18;BIM;1994;75;S;S;A;ZEUS;FAB;FM;7.00000021606684;1;0;0;1
TB;ITA;18;BIM;1994;76;S;S;C;ALLO;MED;FM;24.0000002086163;5;0;0;5
TB;ITA;18;BIM;1994;76;S;S;A;ASPI;CUC;FM;138.999998569489;9;0;0;9
TB;ITA;18;BIM;1994;76;S;S;A;BLEN;OCE;FM;9.99999977648258;1;0;0;1
TB;ITA;18;BIM;1994;76;S;S;A;BOOP;BOO;FM;129.999995231628;3;0;0;3
TB;ITA;18;BIM;1994;76;S;S;A;CEPO;MAC;FM;8.00000037997961;1;0;0;1
TB;ITA;18;BIM;1994;76;S;S;C;ELED;CIR;FM;675.000011920929;1;1;0;0
TB;ITA;18;BIM;1994;76;S;S;A;ENGR;ENC;FM;27.0000007003546;2;0;0;2
TB;ITA;18;BIM;1994;76;S;S;A;EUTR;GUR;FM;27.0000007003546;5;0;0;5
TB;ITA;18;BIM;1994;76;S;S;C;ILLE;COI;FM;9.99999977648258;2;0;0;2
TB;ITA;18;BIM;1994;76;S;S;A;LEPI;CAU;FM;1014.99998569489;1;0;0;1
TB;ITA;18;BIM;1994;76;S;S;A;LEPT;CAV;FM;9.99999977648258;1;0;0;1
TB;ITA;18;BIM;1994;76;S;S;A;LOPH;PIS;FM;135.000005364418;3;0;2;1
TB;ITA;18;BIM;1994;76;S;S;A;MERL;MER;FM;1705.00004291534;21;9;12;0
TB;ITA;18;BIM;1994;76;S;S;A;MULL;SUR;FM;296.000003814697;5;1;4;0
TB;ITA;18;BIM;1994;76;S;S;A;SARD;PIL;FM;648.999989032745;18;0;0;18
TB;ITA;18;BIM;1994;76;S;S;C;SEPI;ELE;FM;35.0000001490116;2;0;0;2
TB;ITA;18;BIM;1994;76;S;S;C;SEPI;ORB;FM;39.9999991059303;1;0;0;1
TB;ITA;18;BIM;1994;76;S;S;A;SERA;HEP;FM;86.0000029206276;16;0;0;16
TB;ITA;18;BIM;1994;76;S;S;A;SPIC;SMA;FM;8159.00039672852;347;0;0;347
TB;ITA;18;BIM;1994;76;S;S;C;TODI;EBL;FM;178.000003099442;1;0;0;1
TB;ITA;18;BIM;1994;76;S;S;A;TRAC;MED;FM;52.9999993741512;2;1;1;0
TB;ITA;18;BIM;1994;76;S;S;A;TRAC;TRA;FM;17.000000923872;5;0;0;5
TB;ITA;18;BIM;1994;76;S;S;A;TRAH;DRA;FM;483.000010251999;6;0;0;6
TB;ITA;18;BIM;1994;76;S;S;A;TRIS;CAP;FM;144.999995827675;2;1;1;0
TB;ITA;18;BIM;1994;77;S;S;A;MACO;SCO;FM;37.0000004768372;2;0;0;2
TB;ITA;18;BIM;1994;77;S;S;C;ROSS;MAC;FM;43.0000014603138;1;0;0;1
TB;ITA;18;BIM;1994;77;S;S;C;TODI;EBL;FM;135.000005364418;1;0;0;1
TB;ITA;18;BIM;1994;78;S;S;B;ARIS;FOL;FM;151.999995112419;9;3;6;0
TB;ITA;18;BIM;1994;78;S;S;A;COEL;COE;FM;4999.00007247925;96;0;0;96
TB;ITA;18;BIM;1994;78;S;S;A;ETMO;SPI;FM;314.999997615814;14;0;0;14
TB;ITA;18;BIM;1994;78;S;S;A;GALU;MEL;FM;1572.00002670288;51;0;0;51
TB;ITA;18;BIM;1994;78;S;S;B;GERY;LON;FM;105.999998748302;1;0;0;1
TB;ITA;18;BIM;1994;78;S;S;A;HELI;DAC;FM;621.999979019165;3;0;0;3
TB;ITA;18;BIM;1994;78;S;S;A;HYME;ITA;FM;34.000001847744;11;0;0;11
TB;ITA;18;BIM;1994;78;S;S;A;LEPM;BOS;FM;568.000018596649;5;2;3;0
TB;ITA;18;BIM;1994;78;S;S;A;LOPH;PIS;FM;3799.99995231628;2;0;2;0
TB;ITA;18;BIM;1994;78;S;S;A;MERL;MER;FM;5190.00005722046;18;8;10;0
TB;ITA;18;BIM;1994;78;S;S;A;MICM;POU;FM;2072.00002670288;11;1;10;0
TB;ITA;18;BIM;1994;78;S;S;B;NEPR;NOR;FM;474.999994039536;14;5;9;0
TB;ITA;18;BIM;1994;78;S;S;A;NEZU;SCL;FM;34.000001847744;10;0;0;10
TB;ITA;18;BIM;1994;78;S;S;B;PAPE;LON;FM;137.999996542931;11;1;10;0
TB;ITA;18;BIM;1994;78;S;S;B;PASI;MUL;FM;962.999999523163;760;0;0;760
TB;ITA;18;BIM;1994;78;S;S;A;PHYI;BLE;FM;501.999974250793;4;1;1;2
TB;ITA;18;BIM;1994;78;S;S;B;PLES;MAR;FM;541.000008583069;62;0;0;62
TB;ITA;18;BIM;1994;78;S;S;A;TRAR;TRA;FM;173.99999499321;7;0;0;7
TB;ITA;18;BIM;1994;79;S;S;A;CAPO;APE;FM;39.0000008046627;4;0;0;4
TB;ITA;18;BIM;1994;79;S;S;A;LEPI;CAU;FM;9500;50;0;0;50
TB;ITA;18;BIM;1994;79;S;S;C;LOLI;VUL;FM;2855.00001907349;24;0;0;24
TB;ITA;18;BIM;1994;79;S;S;A;MACO;SCO;FM;52.9999993741512;4;0;0;4
TB;ITA;18;BIM;1994;79;S;S;A;MOLV;DYP;FM;686.999976634979;1;0;0;1
TB;ITA;18;BIM;1994;79;S;S;C;ROSS;MAC;FM;61.999998986721;1;0;0;1
TB;ITA;18;BIM;1994;79;S;S;C;TODA;SAG;FM;122.000001370907;2;0;0;2
TB;ITA;18;BIM;1994;80;S;S;C;ALLO;MED;FM;8.00000037997961;2;0;0;2
TB;ITA;18;BIM;1994;80;S;S;A;ANTO;MEG;FM;6.00000005215406;1;0;0;1
TB;ITA;18;BIM;1994;80;S;S;A;ARNO;LAT;FM;41.9999994337559;7;0;0;7
TB;ITA;18;BIM;1994;80;S;S;A;ARNO;THO;FM;14.0000004321337;1;0;0;1
TB;ITA;18;BIM;1994;80;S;S;A;BOOP;BOO;FM;1379.99999523163;33;0;0;33
TB;ITA;18;BIM;1994;80;S;S;C;ELED;MOS;FM;189.999997615814;1;0;0;1
TB;ITA;18;BIM;1994;80;S;S;A;ENGR;ENC;FM;168.999999761581;19;0;0;19
TB;ITA;18;BIM;1994;80;S;S;A;GOBI;NIG;FM;27.0000007003546;1;0;0;1
TB;ITA;18;BIM;1994;80;S;S;A;MERL;MER;FM;944.999992847443;10;8;2;0
TB;ITA;18;BIM;1994;80;S;S;A;MULL;SUR;FM;287.999987602234;5;0;0;5
TB;ITA;18;BIM;1994;80;S;S;C;OCTO;VUL;FM;4885.00022888184;2;0;2;0
TB;ITA;18;BIM;1994;80;S;S;A;SARD;PIL;FM;754.000008106232;20;0;0;20
TB;ITA;18;BIM;1994;80;S;S;A;SCOR;NOT;FM;293.999999761581;6;0;0;6
TB;ITA;18;BIM;1994;80;S;S;A;SERA;CAB;FM;93.9999967813492;3;0;0;3
TB;ITA;18;BIM;1994;80;S;S;A;SERA;HEP;FM;35.9999984502792;3;0;0;3
TB;ITA;18;BIM;1994;80;S;S;A;SPIC;FLE;FM;275.999993085861;8;3;3;2
TB;ITA;18;BIM;1994;80;S;S;A;SPIC;SMA;FM;5183.00008773804;342;0;0;342
TB;ITA;18;BIM;1994;80;S;S;B;SQUI;MAN;FM;21.9999998807907;1;0;0;1
TB;ITA;18;BIM;1994;80;S;S;C;TODA;SAG;FM;338.99998664856;1;0;0;1
TB;ITA;18;BIM;1994;80;S;S;A;TRAC;MED;FM;24.0000002086163;1;1;0;0
TB;ITA;18;BIM;1994;80;S;S;A;TRAC;TRA;FM;1319.00000572205;75;6.08108108108108;19.2567567567568;49.6621621621622
TB;ITA;18;BIM;1994;80;S;S;A;TRAH;DRA;FM;37.9999987781048;1;0;0;1
TB;ITA;18;BIM;1994;81;S;S;A;ARNO;RUP;FM;17.000000923872;1;0;0;1
TB;ITA;18;BIM;1994;81;S;S;A;ASPI;CUC;FM;101.999998092651;2;0;0;2
TB;ITA;18;BIM;1994;81;S;S;A;CAPO;APE;FM;145.999997854233;24;0;0;24
TB;ITA;18;BIM;1994;81;S;S;A;CONG;CON;FM;1952.99994945526;2;0;0;2
TB;ITA;18;BIM;1994;81;S;S;C;ELED;CIR;FM;995.999991893768;1;1;0;0
TB;ITA;18;BIM;1994;81;S;S;A;GLOS;LEI;FM;246.999993920326;36;0;0;36
TB;ITA;18;BIM;1994;81;S;S;A;HELI;DAC;FM;92.0000001788139;11;0;0;11
TB;ITA;18;BIM;1994;81;S;S;A;LAPP;FAS;FM;3.00000002607703;1;0;0;1
TB;ITA;18;BIM;1994;81;S;S;A;LEPI;CAU;FM;3099.99990463257;294;0;0;294
TB;ITA;18;BIM;1994;81;S;S;A;LEPM;BOS;FM;393.999993801117;3;2;1;0
TB;ITA;18;BIM;1994;81;S;S;A;LEPM;WHS;FM;171.000003814697;2;0;0;2
TB;ITA;18;BIM;1994;81;S;S;C;LOLI;VUL;FM;123.000003397465;1;1;0;0
TB;ITA;18;BIM;1994;81;S;S;A;LOPH;BUD;FM;492.000013589859;2;2;0;0
TB;ITA;18;BIM;1994;81;S;S;A;MACO;SCO;FM;624.000012874603;50;0;0;50
TB;ITA;18;BIM;1994;81;S;S;A;MAUR;MUE;FM;1.00000004749745;1;0;0;1
TB;ITA;18;BIM;1994;81;S;S;A;MERL;MER;FM;3296.0000038147;84;36;48;0
TB;ITA;18;BIM;1994;81;S;S;A;MICM;POU;FM;150.000005960464;7;1;3;3
TB;ITA;18;BIM;1994;81;S;S;A;MULL;SUR;FM;503.000020980835;2;0;2;0
TB;ITA;18;BIM;1994;81;S;S;A;PAGE;BOG;FM;70.0000002980232;1;0;0;1
TB;ITA;18;BIM;1994;81;S;S;A;PHYI;BLE;FM;314.000010490417;1;1;0;0
TB;ITA;18;BIM;1994;81;S;S;A;RAJA;CLA;FM;1781.00001811981;1;1;0;0
TB;ITA;18;BIM;1994;81;S;S;C;ROSS;MAC;FM;79.0000036358833;2;0;0;2
TB;ITA;18;BIM;1994;81;S;S;C;TODI;EBL;FM;100.000001490116;1;0;0;1
TB;ITA;18;BIM;1994;81;S;S;A;TRAC;TRA;FM;3.00000002607703;1;0;0;1
TB;ITA;18;BIM;1994;81;S;S;A;TRIG;LUC;FM;1042.00005531311;1;0;0;1
TB;ITA;18;BIM;1994;81;S;S;A;TRIG;LYR;FM;50.0000007450581;2;0;0;2
TB;ITA;18;BIM;1994;82;S;S;A;CLOR;AGA;FM;8.99999961256981;1;0;0;1
TB;ITA;18;BIM;1994;82;S;S;A;CONG;CON;FM;409.999996423721;1;0;0;1
TB;ITA;18;BIM;1994;82;S;S;C;ELED;CIR;FM;1455.9999704361;3;2;1;0
TB;ITA;18;BIM;1994;82;S;S;A;HELI;DAC;FM;453.000009059906;7;0;0;7
TB;ITA;18;BIM;1994;82;S;S;A;LEPI;CAU;FM;4000;3;0;0;3
TB;ITA;18;BIM;1994;82;S;S;A;LEPM;BOS;FM;699.999988079071;11;6;5;0
TB;ITA;18;BIM;1994;82;S;S;A;LOPH;BUD;FM;3431.99992179871;3;1;2;0
TB;ITA;18;BIM;1994;82;S;S;A;LOPH;PIS;FM;952.000021934509;1;1;0;0
TB;ITA;18;BIM;1994;82;S;S;B;MCPI;DEP;FM;6.00000005215406;2;0;0;2
TB;ITA;18;BIM;1994;82;S;S;A;MERL;MER;FM;143.999993801117;5;2;3;0
TB;ITA;18;BIM;1994;82;S;S;A;MICM;POU;FM;577.000021934509;4;1;3;0
TB;ITA;18;BIM;1994;82;S;S;B;NEPR;NOR;FM;962.000012397766;25;13;12;0
TB;ITA;18;BIM;1994;82;S;S;A;PAGE;BOG;FM;216.999992728233;2;0;2;0
TB;ITA;18;BIM;1994;82;S;S;B;PAPE;LON;FM;224.000006914139;16;11;5;0
TB;ITA;18;BIM;1994;82;S;S;B;PASI;MUL;FM;14.0000004321337;11;0;0;11
TB;ITA;18;BIM;1994;82;S;S;A;PHYI;BLE;FM;300.000011920929;3;1;0;2
TB;ITA;18;BIM;1994;82;S;S;B;PLES;HET;FM;24.0000002086163;14;0;0;14
TB;ITA;18;BIM;1994;82;S;S;B;PLES;MAR;FM;20.9999997168779;3;0;0;3
TB;ITA;18;BIM;1994;82;S;S;B;POLC;TYP;FM;6.00000005215406;2;0;0;2
TB;ITA;18;BIM;1994;82;S;S;B;PROC;MED;FM;2.0000000949949;2;0;0;2
TB;ITA;18;BIM;1994;82;S;S;B;SOLO;MEM;FM;3.00000002607703;2;0;0;2
TB;ITA;18;BIM;1994;82;S;S;C;TODI;EBL;FM;305.999994277954;2;0;0;2
TB;ITA;18;BIM;1994;83;S;S;C;ALLO;MED;FM;3.00000002607703;2;0;0;2
TB;ITA;18;BIM;1994;83;S;S;A;ASPI;CUC;FM;17.000000923872;2;0;0;2
TB;ITA;18;BIM;1994;83;S;S;A;CAPO;APE;FM;26.0000005364418;8;0;0;8
TB;ITA;18;BIM;1994;83;S;S;A;CEPO;MAC;FM;48.0000004172325;5;0;0;5
TB;ITA;18;BIM;1994;83;S;S;C;ELED;CIR;FM;6820.00017166138;31;10;21;0
TB;ITA;18;BIM;1994;83;S;S;A;HELI;DAC;FM;61.0000006854534;3;0;0;3
TB;ITA;18;BIM;1994;83;S;S;A;LEPI;CAU;FM;2500;1;0;0;1
TB;ITA;18;BIM;1994;83;S;S;A;LEPT;CAV;FM;8.00000037997961;1;0;0;1
TB;ITA;18;BIM;1994;83;S;S;A;LOPH;BUD;FM;4895.99990844727;5;4;1;0
TB;ITA;18;BIM;1994;83;S;S;A;MACO;SCO;FM;25.000000372529;3;0;0;3
TB;ITA;18;BIM;1994;83;S;S;A;MERL;MER;FM;439.999997615814;4;0;4;0
TB;ITA;18;BIM;1994;83;S;S;A;PHYI;BLE;FM;14.0000004321337;2;0;0;2
TB;ITA;18;BIM;1994;83;S;S;C;ROSS;MAC;FM;300.000011920929;4;0;0;4
TB;ITA;18;BIM;1994;83;S;S;A;SCYO;CAN;FM;800.000011920929;5;0;0;5
TB;ITA;18;BIM;1994;83;S;S;A;SERA;HEP;FM;19.9999995529652;3;0;0;3
TB;ITA;18;BIM;1994;83;S;S;C;TODI;EBL;FM;144.999995827675;3;0;0;3
TB;ITA;18;BIM;1994;83;S;S;A;TRAC;TRA;FM;225.999996066093;58;0;0;58
TB;ITA;18;BIM;1994;83;S;S;A;TRIS;CAP;FM;416.000008583069;17;0;0;17
TB;ITA;18;BIM;1994;83;S;S;A;ZEUS;FAB;FM;252.999991178513;1;0;1;0
TB;ITA;18;BIM;1994;84;S;S;C;ALLO;MED;FM;3.00000002607703;2;0;0;2
TB;ITA;18;BIM;1994;84;S;S;C;ELED;CIR;FM;1675.99999904633;6;4;2;0
TB;ITA;18;BIM;1994;84;S;S;C;ILLE;COI;FM;10.9999999403954;2;0;0;2
TB;ITA;18;BIM;1994;84;S;S;A;LEPI;CAU;FM;500;1;0;0;1
TB;ITA;18;BIM;1994;84;S;S;A;LOPH;BUD;FM;442.00000166893;1;0;1;0
TB;ITA;18;BIM;1994;84;S;S;A;LOPH;PIS;FM;347.000002861023;1;1;0;0
TB;ITA;18;BIM;1994;84;S;S;A;MERL;MER;FM;178.000003099442;4;2;2;0
TB;ITA;18;BIM;1994;84;S;S;A;MULL;BAR;FM;533.999979496002;4;2;2;0
TB;ITA;18;BIM;1994;84;S;S;A;PAGE;BOG;FM;61.999998986721;1;0;1;0
TB;ITA;18;BIM;1994;84;S;S;C;ROSS;MAC;FM;175.999999046326;4;0;0;4
TB;ITA;18;BIM;1994;84;S;S;C;SEPI;ORB;FM;18.9999993890524;1;0;0;1
TB;ITA;18;BIM;1994;84;S;S;C;TODI;EBL;FM;28.0000008642673;1;0;0;1
TB;ITA;18;BIM;1994;84;S;S;A;TRIS;CAP;FM;360.000014305115;16;9;5;2
TB;ITA;18;BIM;1994;85;S;S;A;CAPO;APE;FM;52.0000010728836;2;0;0;2
TB;ITA;18;BIM;1994;85;S;S;B;CHLO;GRA;FM;18.9999993890524;8;0;0;8
TB;ITA;18;BIM;1994;85;S;S;A;CLOR;AGA;FM;37.0000004768372;6;0;0;6
TB;ITA;18;BIM;1994;85;S;S;A;COEL;COE;FM;619.000017642975;50;0;0;50
TB;ITA;18;BIM;1994;85;S;S;C;ELED;CIR;FM;474.000006914139;1;0;1;0
TB;ITA;18;BIM;1994;85;S;S;A;EPIG;DEN;FM;7.00000021606684;3;0;0;3
TB;ITA;18;BIM;1994;85;S;S;A;GADI;ARG;FM;71.0000023245811;8;0;0;8
TB;ITA;18;BIM;1994;85;S;S;A;GALU;MEL;FM;572.000026702881;21;0;0;21
TB;ITA;18;BIM;1994;85;S;S;A;HELI;DAC;FM;356.99999332428;4;0;0;4
TB;ITA;18;BIM;1994;85;S;S;A;LEPI;CAU;FM;10000;13;0;0;13
TB;ITA;18;BIM;1994;85;S;S;A;LEPM;BOS;FM;252.999991178513;2;1;1;0
TB;ITA;18;BIM;1994;85;S;S;A;LOPH;PIS;FM;4379.00018692017;1;1;0;0
TB;ITA;18;BIM;1994;85;S;S;A;MERL;MER;FM;7481.99987411499;68;40;13;15
TB;ITA;18;BIM;1994;85;S;S;A;MICM;POU;FM;1833.99999141693;17;6;7;4
TB;ITA;18;BIM;1994;85;S;S;B;NEPR;NOR;FM;259.00000333786;9;4;5;0
TB;ITA;18;BIM;1994;85;S;S;A;PAGE;BOG;FM;79.9999982118607;1;0;0;1
TB;ITA;18;BIM;1994;85;S;S;B;PAPE;LON;FM;86.0000029206276;7;4;3;0
TB;ITA;18;BIM;1994;85;S;S;A;PHYI;BLE;FM;111.000001430511;10;0;0;10
TB;ITA;18;BIM;1994;85;S;S;B;PLES;HET;FM;120.999999344349;47;0;0;47
TB;ITA;18;BIM;1994;85;S;S;B;PROC;MED;FM;14.9999996647239;7;0;0;7
TB;ITA;18;BIM;1994;85;S;S;C;ROSS;MAC;FM;74.0000009536743;2;0;0;2
TB;ITA;18;BIM;1994;85;S;S;A;SCYO;CAN;FM;275.999993085861;1;0;0;1
TB;ITA;18;BIM;1994;85;S;S;B;SOLO;MEM;FM;72.9999989271164;28;0;0;28
TB;ITA;18;BIM;1994;85;S;S;A;STOM;BOA;FM;4.00000018998981;1;0;0;1
TB;ITA;18;BIM;1994;85;S;S;C;TODI;EBL;FM;791.000008583069;5;0;0;5
TB;ITA;18;BIM;1994;85;S;S;A;TRIG;LYR;FM;37.0000004768372;1;0;0;1
TB;ITA;18;BIM;1994;86;S;S;B;ARIS;FOL;FM;98.9999994635582;8;1;7;0
TB;ITA;18;BIM;1994;86;S;S;A;CHIM;MON;FM;6135.00022888184;12;0;0;12
TB;ITA;18;BIM;1994;86;S;S;A;COEL;COE;FM;8253.00025939941;104;0;0;104
TB;ITA;18;BIM;1994;86;S;S;A;CONG;CON;FM;8000;1;0;0;1
TB;ITA;18;BIM;1994;86;S;S;A;EPIG;DEN;FM;8.99999961256981;4;0;0;4
TB;ITA;18;BIM;1994;86;S;S;A;ETMO;SPI;FM;4657.00006484985;42;0;0;42
TB;ITA;18;BIM;1994;86;S;S;A;GALU;MEL;FM;9751.00040435791;37;0;0;37
TB;ITA;18;BIM;1994;86;S;S;A;HELI;DAC;FM;3900.00009536743;16;0;0;16
TB;ITA;18;BIM;1994;86;S;S;A;HOPL;MED;FM;3154.00004386902;36;0;0;36
TB;ITA;18;BIM;1994;86;S;S;A;HYME;ITA;FM;108.999997377396;30;0;0;30
TB;ITA;18;BIM;1994;86;S;S;A;LOPH;BUD;FM;980.000019073486;1;1;0;0
TB;ITA;18;BIM;1994;86;S;S;A;MERL;MER;FM;4449.99980926514;4;4;0;0
TB;ITA;18;BIM;1994;86;S;S;A;MICM;POU;FM;1294.99995708466;6;0;4;2
TB;ITA;18;BIM;1994;86;S;S;B;NEPR;NOR;FM;432.99999833107;10;1;9;0
TB;ITA;18;BIM;1994;86;S;S;A;NEZU;SCL;FM;745.999991893768;79;0;0;79
TB;ITA;18;BIM;1994;86;S;S;A;NOTA;BON;FM;19.9999995529652;1;0;0;1
TB;ITA;18;BIM;1994;86;S;S;B;PASI;MUL;FM;54.9999997019768;13;0;0;13
TB;ITA;18;BIM;1994;86;S;S;A;PHYI;BLE;FM;2549.99995231628;10;6;4;0
TB;ITA;18;BIM;1994;86;S;S;B;PLES;MAR;FM;999.000012874603;135;0;0;135
TB;ITA;18;BIM;1994;86;S;S;B;POLC;TYP;FM;9.99999977648258;3;0;0;3
TB;ITA;18;BIM;1994;86;S;S;A;SCYM;LIC;FM;26.0000005364418;1;0;0;1
TB;ITA;18;BIM;1994;86;S;S;B;SOLO;MEM;FM;6.00000005215406;2;0;0;2
