TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;HAUL_NUMBER;CODEND_CLOSING;PART_OF_THE_CODEND;FAUNISTIC_CATEGORY;GENUS;SPECIES;NAME_OF_THE_REFERENCE_LIST;TOTAL_WEIGHT_IN_HAUL;TOTAL_NUMBER_IN_HAUL;NUMBER_OF_FEMALES;NUMBER_OF_MALES;NUMBER_OF_UNDETERMINED
TB;ITA;18;BIM;1994;122;S;S;A;SARD;PIL;FM;30.9999994933605;1;0;0;1
TB;ITA;18;BIM;1994;122;S;S;A;SCOH;RHO;FM;368.000000715256;1;0;0;1
TB;ITA;18;BIM;1994;122;S;S;A;SERA;CAB;FM;46.9999983906746;2;0;0;2
TB;ITA;18;BIM;1994;122;S;S;A;SPRA;SPR;FM;23.0000000447035;1;0;0;1
TB;ITA;18;BIM;1994;122;S;S;B;SQUI;MAN;FM;455.000013113022;17;0;0;17
TB;ITA;18;BIM;1994;122;S;S;A;TRAC;TRA;FM;16.0000007599592;1;0;0;1
TB;ITA;18;BIM;1994;123;S;S;A;ARNO;LAT;FM;68.000003695488;10;0;0;10
TB;ITA;18;BIM;1994;123;S;S;A;CEPO;MAC;FM;119.000002741814;7;0;0;7
TB;ITA;18;BIM;1994;123;S;S;A;ENGR;ENC;FM;238.000005483627;20;0;0;20
TB;ITA;18;BIM;1994;123;S;S;A;LEPT;CAV;FM;9.99999977648258;1;0;0;1
TB;ITA;18;BIM;1994;123;S;S;A;MERL;MER;FM;196.999996900558;3;3;0;0
TB;ITA;18;BIM;1994;123;S;S;A;MULL;SUR;FM;74.0000009536743;1;1;0;0
TB;ITA;18;BIM;1994;123;S;S;C;OCTO;SAL;FM;211.999997496605;1;0;0;1
TB;ITA;18;BIM;1994;123;S;S;A;SARD;PIL;FM;337.999999523163;10;0;0;10
TB;ITA;18;BIM;1994;123;S;S;C;SEPI;OFF;FM;280.99998831749;1;0;0;1
TB;ITA;18;BIM;1994;123;S;S;A;SERA;CAB;FM;150.999993085861;6;0;0;6
TB;ITA;18;BIM;1994;123;S;S;A;SERA;HEP;FM;24.0000002086163;3;0;0;3
TB;ITA;18;BIM;1994;123;S;S;A;SPIC;SMA;FM;28.0000008642673;1;0;0;1
TB;ITA;18;BIM;1994;123;S;S;B;SQUI;MAN;FM;286.00001335144;7;0;0;7
TB;ITA;18;BIM;1994;123;S;S;A;TRAC;TRA;FM;50.9999990463257;3;0;0;3
TB;ITA;18;BIM;1994;123;S;S;A;TRAH;DRA;FM;41.9999994337559;1;0;0;1
TB;ITA;18;BIM;1994;124;S;S;C;ALLO;MED;FM;71.0000023245811;19;0;0;19
TB;ITA;18;BIM;1994;124;S;S;A;ARNO;LAT;FM;61.0000006854534;8;0;0;8
TB;ITA;18;BIM;1994;124;S;S;A;BOOP;BOO;FM;515.999972820282;9;0;0;9
TB;ITA;18;BIM;1994;124;S;S;A;CEPO;MAC;FM;252.999991178513;12;0;0;12
TB;ITA;18;BIM;1994;124;S;S;C;ELED;MOS;FM;1319.00000572205;7;0;0;7
TB;ITA;18;BIM;1994;124;S;S;A;ENGR;ENC;FM;71.0000023245811;8;0;0;8
TB;ITA;18;BIM;1994;124;S;S;A;GOBI;FRI;FM;3.00000002607703;2;0;0;2
TB;ITA;18;BIM;1994;124;S;S;A;GOBI;QUA;FM;1.00000004749745;1;0;0;1
TB;ITA;18;BIM;1994;124;S;S;A;LEPT;CAV;FM;1.00000004749745;1;0;0;1
TB;ITA;18;BIM;1994;124;S;S;A;MERL;MER;FM;486.000001430511;11;7;2;2
TB;ITA;18;BIM;1994;124;S;S;A;SARD;PIL;FM;694.000005722046;19;0;0;19
TB;ITA;18;BIM;1994;124;S;S;A;SCOR;NOT;FM;18.9999993890524;1;0;0;1
TB;ITA;18;BIM;1994;124;S;S;A;SERA;CAB;FM;134.00000333786;5;0;0;5
TB;ITA;18;BIM;1994;124;S;S;A;SERA;HEP;FM;101.000003516674;10;0;0;10
TB;ITA;18;BIM;1994;124;S;S;A;SPIC;SMA;FM;32.9999998211861;1;0;0;1
TB;ITA;18;BIM;1994;124;S;S;B;SQUI;MAN;FM;9.99999977648258;1;0;0;1
TB;ITA;18;BIM;1994;124;S;S;A;TRAC;TRA;FM;1243.99995803833;275;0;0;275
TB;ITA;18;BIM;1994;124;S;S;A;TRAH;DRA;FM;14.9999996647239;1;0;0;1
TB;ITA;18;BIM;1994;124;S;S;A;TRIS;CAP;FM;21.9999998807907;2;0;0;2
TB;ITA;18;BIM;1994;125;S;S;C;ALLO;MED;FM;26.0000005364418;17;0;0;17
TB;ITA;18;BIM;1994;125;S;S;A;ARNO;LAT;FM;23.0000000447035;2;0;0;2
TB;ITA;18;BIM;1994;125;S;S;A;BOOP;BOO;FM;48.9999987185001;1;0;0;1
TB;ITA;18;BIM;1994;125;S;S;A;CEPO;MAC;FM;76.9999995827675;4;0;0;4
TB;ITA;18;BIM;1994;125;S;S;C;ELED;MOS;FM;814.999997615814;5;0;0;5
TB;ITA;18;BIM;1994;125;S;S;A;ENGR;ENC;FM;395.000010728836;43;0;0;43
TB;ITA;18;BIM;1994;125;S;S;A;GOBI;FRI;FM;7.00000021606684;3;0;0;3
TB;ITA;18;BIM;1994;125;S;S;A;LEPT;CAV;FM;7.00000021606684;1;0;0;1
TB;ITA;18;BIM;1994;125;S;S;A;MERL;MER;FM;4.99999988824129;1;0;0;1
TB;ITA;18;BIM;1994;125;S;S;A;MULL;BAR;FM;1.00000004749745;1;0;0;1
TB;ITA;18;BIM;1994;125;S;S;A;SARD;PIL;FM;291.000008583069;8;0;0;8
TB;ITA;18;BIM;1994;125;S;S;C;SEPO;SPP;FM;8.99999961256981;2;0;0;2
TB;ITA;18;BIM;1994;125;S;S;A;SERA;CAB;FM;108.999997377396;4;0;0;4
TB;ITA;18;BIM;1994;125;S;S;A;SERA;HEP;FM;37.0000004768372;6;0;0;6
TB;ITA;18;BIM;1994;125;S;S;B;SQUI;MAN;FM;21.9999998807907;1;0;0;1
TB;ITA;18;BIM;1994;125;S;S;A;TRAC;TRA;FM;224.999994039536;52;0;0;52
TB;ITA;18;BIM;1994;126;S;S;C;ALLO;MED;FM;61.999998986721;37;0;0;37
TB;ITA;18;BIM;1994;126;S;S;A;ARNO;LAT;FM;21.9999998807907;7;0;0;7
TB;ITA;18;BIM;1994;126;S;S;A;BOOP;BOO;FM;108.999997377396;2;0;0;2
TB;ITA;18;BIM;1994;126;S;S;A;CALM;MAC;FM;28.0000008642673;14;0;0;14
TB;ITA;18;BIM;1994;126;S;S;A;CEPO;MAC;FM;45.0000017881393;2;0;0;2
TB;ITA;18;BIM;1994;126;S;S;A;CONG;CON;FM;8.00000037997961;1;0;0;1
TB;ITA;18;BIM;1994;126;S;S;C;ELED;CIR;FM;388.999998569489;1;1;0;0
TB;ITA;18;BIM;1994;126;S;S;C;ELED;MOS;FM;517.000019550323;3;0;0;3
TB;ITA;18;BIM;1994;126;S;S;A;ENGR;ENC;FM;4.99999988824129;1;0;0;1
TB;ITA;18;BIM;1994;126;S;S;A;EUTR;GUR;FM;4.99999988824129;1;0;0;1
TB;ITA;18;BIM;1994;126;S;S;A;GOBI;FRI;FM;30.9999994933605;18;0;0;18
TB;ITA;18;BIM;1994;126;S;S;A;LOPH;BUD;FM;508.000016212463;1;1;0;0
TB;ITA;18;BIM;1994;126;S;S;A;MERL;MER;FM;340.000003576279;16;0;0;16
TB;ITA;18;BIM;1994;126;S;S;B;NEPR;NOR;FM;34.000001847744;1;1;0;0
TB;ITA;18;BIM;1994;126;S;S;A;SERA;CAB;FM;37.9999987781048;2;0;0;2
TB;ITA;18;BIM;1994;126;S;S;A;SERA;HEP;FM;8.99999961256981;1;0;0;1
TB;ITA;18;BIM;1994;126;S;S;B;SOLO;MEM;FM;29.9999993294477;11;0;0;11
TB;ITA;18;BIM;1994;126;S;S;A;TRAC;TRA;FM;615.000009536743;124;0;0;124
TB;ITA;18;BIM;1994;126;S;S;A;TRIS;CAP;FM;82.9999968409538;11;1;0;10
TB;ITA;18;BIM;1994;127;S;S;C;ALLO;MED;FM;25.000000372529;22;0;0;22
TB;ITA;18;BIM;1994;127;S;S;A;ANTO;MEG;FM;7.00000021606684;1;0;0;1
TB;ITA;18;BIM;1994;127;S;S;A;ARNO;LAT;FM;52.0000010728836;8;0;0;8
TB;ITA;18;BIM;1994;127;S;S;A;CEPO;MAC;FM;151.999995112419;4;0;0;4
TB;ITA;18;BIM;1994;127;S;S;C;ELED;MOS;FM;407.999992370605;2;0;0;2
TB;ITA;18;BIM;1994;127;S;S;A;ENGR;ENC;FM;65.9999996423721;8;0;0;8
TB;ITA;18;BIM;1994;127;S;S;A;GOBI;FRI;FM;14.9999996647239;9;0;0;9
TB;ITA;18;BIM;1994;127;S;S;C;LOLI;VUL;FM;8.00000037997961;1;0;0;1
TB;ITA;18;BIM;1994;127;S;S;A;MERL;MER;FM;791.000008583069;14;2;8;4
TB;ITA;18;BIM;1994;127;S;S;A;MULL;SUR;FM;35.9999984502792;1;0;1;0
TB;ITA;18;BIM;1994;127;S;S;B;NEPR;NOR;FM;57.9999983310699;1;0;1;0
TB;ITA;18;BIM;1994;127;S;S;A;SARD;PIL;FM;39.0000008046627;1;0;0;1
TB;ITA;18;BIM;1994;127;S;S;A;SCOM;SCO;FM;101.000003516674;1;0;0;1
TB;ITA;18;BIM;1994;127;S;S;C;SEPO;SPP;FM;4.99999988824129;2;0;0;2
TB;ITA;18;BIM;1994;127;S;S;B;SOLO;MEM;FM;3.00000002607703;1;0;0;1
TB;ITA;18;BIM;1994;127;S;S;A;SPIC;SMA;FM;19.9999995529652;1;0;0;1
TB;ITA;18;BIM;1994;127;S;S;A;TRAC;TRA;FM;663.999974727631;119;0;0;119
TB;ITA;18;BIM;1994;127;S;S;A;TRAH;DRA;FM;54.9999997019768;1;0;0;1
TB;ITA;18;BIM;1994;127;S;S;A;TRIP;LAS;FM;50.9999990463257;1;0;0;1
TB;ITA;18;BIM;1994;127;S;S;A;TRIS;CAP;FM;93.0000022053719;9;2;0;7
TB;ITA;18;BIM;1994;128;S;S;C;ALLO;MED;FM;16.0000007599592;10;0;0;10
TB;ITA;18;BIM;1994;128;S;S;A;ARNO;LAT;FM;3.00000002607703;1;0;0;1
TB;ITA;18;BIM;1994;128;S;S;A;CALM;MAC;FM;4.00000018998981;2;0;0;2
TB;ITA;18;BIM;1994;128;S;S;A;CEPO;MAC;FM;72.9999989271164;4;0;0;4
TB;ITA;18;BIM;1994;128;S;S;C;ELED;CIR;FM;2438.99989128113;8;6;2;0
TB;ITA;18;BIM;1994;128;S;S;C;ELED;MOS;FM;289.000004529953;1;0;0;1
TB;ITA;18;BIM;1994;128;S;S;A;ENGR;ENC;FM;17.000000923872;2;0;0;2
TB;ITA;18;BIM;1994;128;S;S;A;EUTR;GUR;FM;9.99999977648258;2;0;0;2
TB;ITA;18;BIM;1994;128;S;S;A;GOBI;FRI;FM;8.00000037997961;5;0;0;5
TB;ITA;18;BIM;1994;128;S;S;A;LOPH;BUD;FM;143.999993801117;3;1.5;0;1.5
TB;ITA;18;BIM;1994;128;S;S;A;MERL;MER;FM;1853.00004482269;25;10;6;9
TB;ITA;18;BIM;1994;128;S;S;A;SERA;HEP;FM;35.9999984502792;3;0;0;3
TB;ITA;18;BIM;1994;128;S;S;A;SPIC;SMA;FM;64.9999976158142;3;0;0;3
TB;ITA;18;BIM;1994;128;S;S;A;TRAC;TRA;FM;1243.99995803833;241;0;0;241
TB;ITA;18;BIM;1994;128;S;S;A;TRIS;CAP;FM;83.9999988675117;5;1;0;4
TB;ITA;18;BIM;1994;129;S;S;C;ALLO;MED;FM;74.0000009536743;22;0;0;22
TB;ITA;18;BIM;1994;129;S;S;A;ANTO;MEG;FM;8.00000037997961;1;0;0;1
TB;ITA;18;BIM;1994;129;S;S;A;ARNO;LAT;FM;68.9999982714653;9;0;0;9
TB;ITA;18;BIM;1994;129;S;S;A;CEPO;MAC;FM;109.999999403954;6;0;0;6
TB;ITA;18;BIM;1994;129;S;S;C;ELED;MOS;FM;256.000012159348;2;0;0;2
TB;ITA;18;BIM;1994;129;S;S;A;ENGR;ENC;FM;8.00000037997961;1;0;0;1
TB;ITA;18;BIM;1994;129;S;S;A;GOBI;FRI;FM;10.9999999403954;4;0;0;4
TB;ITA;18;BIM;1994;129;S;S;A;LEPT;CAV;FM;7.00000021606684;1;0;0;1
TB;ITA;18;BIM;1994;129;S;S;A;MERL;MER;FM;137.999996542931;3;3;0;0
TB;ITA;18;BIM;1994;129;S;S;A;SARD;PIL;FM;737.999975681305;21;0;0;21
TB;ITA;18;BIM;1994;129;S;S;A;SCOR;NOT;FM;12.0000001043081;1;0;0;1
TB;ITA;18;BIM;1994;129;S;S;C;SEPO;SPP;FM;3.00000002607703;1;0;0;1
TB;ITA;18;BIM;1994;129;S;S;A;SERA;CAB;FM;160.999998450279;6;0;0;6
TB;ITA;18;BIM;1994;129;S;S;A;SERA;HEP;FM;37.9999987781048;4;0;0;4
TB;ITA;18;BIM;1994;129;S;S;A;SPIC;SMA;FM;32.0000015199184;1;0;0;1
TB;ITA;18;BIM;1994;129;S;S;B;SQUI;MAN;FM;52.9999993741512;1;0;0;1
TB;ITA;18;BIM;1994;129;S;S;A;TRAC;TRA;FM;892.000019550323;208;1;1;206
TB;ITA;18;BIM;1994;129;S;S;A;URAN;SCA;FM;100.000001490116;1;0;0;1
TB;ITA;18;BIM;1994;130;S;S;C;ALLO;MED;FM;35.9999984502792;30;0;0;30
TB;ITA;18;BIM;1994;130;S;S;A;ANTO;MEG;FM;1.00000004749745;1;0;0;1
TB;ITA;18;BIM;1994;130;S;S;A;ARNO;LAT;FM;14.9999996647239;5;0;0;5
TB;ITA;18;BIM;1994;130;S;S;A;ASPI;CUC;FM;9.99999977648258;2;0;0;2
TB;ITA;18;BIM;1994;130;S;S;A;BOOP;BOO;FM;367.000013589859;8;0;0;8
TB;ITA;18;BIM;1994;130;S;S;A;CALM;MAC;FM;4.99999988824129;3;0;0;3
TB;ITA;18;BIM;1994;130;S;S;A;CEPO;MAC;FM;70.0000002980232;5;0;0;5
TB;ITA;18;BIM;1994;130;S;S;C;ELED;CIR;FM;1406.00001811981;4;4;0;0
TB;ITA;18;BIM;1994;130;S;S;C;ELED;MOS;FM;351.999998092651;2;0;0;2
TB;ITA;18;BIM;1994;130;S;S;A;ENGR;ENC;FM;300.999999046326;25;0;0;25
TB;ITA;18;BIM;1994;130;S;S;A;GOBI;FRI;FM;16.0000007599592;11;0;0;11
TB;ITA;18;BIM;1994;130;S;S;A;MERL;MER;FM;587.999999523163;7;3;2;2
TB;ITA;18;BIM;1994;130;S;S;B;NEPR;NOR;FM;29.9999993294477;1;1;0;0
TB;ITA;18;BIM;1994;130;S;S;A;SARD;PIL;FM;143.00000667572;5;0;0;5
TB;ITA;18;BIM;1994;130;S;S;C;SEPO;SPP;FM;23.0000000447035;3;0;0;3
TB;ITA;18;BIM;1994;130;S;S;A;SERA;CAB;FM;17.9999992251396;1;0;0;1
TB;ITA;18;BIM;1994;130;S;S;A;SPIC;SMA;FM;35.0000001490116;2;0;0;2
TB;ITA;18;BIM;1994;130;S;S;A;TRAC;TRA;FM;6210.00003814697;1361;0;0;1361
TB;ITA;18;BIM;1994;130;S;S;A;TRIS;CAP;FM;72.9999989271164;11;1;0;10
TB;ITA;18;BIM;1994;131;S;S;A;CEPO;MAC;FM;29.9999993294477;1;0;0;1
TB;ITA;18;BIM;1994;131;S;S;C;ELED;CIR;FM;168.999999761581;1;1;0;0
TB;ITA;18;BIM;1994;131;S;S;C;ELED;MOS;FM;168.999999761581;1;0;0;1
TB;ITA;18;BIM;1994;131;S;S;A;EUTR;GUR;FM;4.99999988824129;1;0;0;1
TB;ITA;18;BIM;1994;131;S;S;B;MCPI;DEP;FM;469.999998807907;19;0;0;19
TB;ITA;18;BIM;1994;131;S;S;B;NEPR;NOR;FM;291.000008583069;7;3;4;0
TB;ITA;18;BIM;1994;131;S;S;A;SARD;PIL;FM;87.9999995231628;3;0;0;3
TB;ITA;18;BIM;1994;131;S;S;B;SOLO;MEM;FM;32.0000015199184;12;0;0;12
TB;ITA;18;BIM;1994;131;S;S;A;TRAH;DRA;FM;238.000005483627;2;0;0;2
TB;ITA;18;BIM;1994;132;S;S;A;ALOS;FAL;FM;82.9999968409538;1;0;0;1
TB;ITA;18;BIM;1994;132;S;S;A;ANTO;MEG;FM;8.00000037997961;2;0;0;2
TB;ITA;18;BIM;1994;132;S;S;A;ARGE;SPY;FM;4.99999988824129;1;0;0;1
TB;ITA;18;BIM;1994;132;S;S;A;ARNO;LAT;FM;2.0000000949949;1;0;0;1
TB;ITA;18;BIM;1994;132;S;S;A;CALM;MAC;FM;3.00000002607703;1;0;0;1
TB;ITA;18;BIM;1994;132;S;S;A;CAPO;APE;FM;7.00000021606684;2;0;0;2
TB;ITA;18;BIM;1994;132;S;S;A;CEPO;MAC;FM;37.0000004768372;4;0;0;4
TB;ITA;18;BIM;1994;132;S;S;A;EUTR;GUR;FM;4.00000018998981;1;0;0;1
TB;ITA;18;BIM;1994;132;S;S;A;GOBI;FRI;FM;6.00000005215406;5;0;0;5
TB;ITA;18;BIM;1994;132;S;S;C;ILLE;COI;FM;4.00000018998981;1;0;0;1
TB;ITA;18;BIM;1994;132;S;S;A;LEPM;BOS;FM;57.0000000298023;1;1;0;0
TB;ITA;18;BIM;1994;132;S;S;A;LOPH;BUD;FM;460.00000834465;1;0;1;0
TB;ITA;18;BIM;1994;132;S;S;A;MERL;MER;FM;1600.00002384186;44;12;20;12
TB;ITA;18;BIM;1994;132;S;S;B;PAPE;LON;FM;4.00000018998981;1;0;1;0
TB;ITA;18;BIM;1994;132;S;S;B;PROC;MED;FM;3.00000002607703;1;0;0;1
TB;ITA;18;BIM;1994;132;S;S;A;SERA;HEP;FM;8.00000037997961;2;0;0;2
TB;ITA;18;BIM;1994;132;S;S;A;SPIC;SMA;FM;37.0000004768372;2;0;0;2
TB;ITA;18;BIM;1994;132;S;S;A;TRAC;TRA;FM;193.000003695488;62;0;0;62
TB;ITA;18;BIM;1994;132;S;S;A;TRIS;CAP;FM;483.999997377396;52;5;2;45
TB;ITA;18;BIM;1994;132;S;S;A;URAN;SCA;FM;180.000007152557;1;0;0;1
TB;ITA;18;BIM;1994;133;S;S;C;ALLO;MED;FM;23.0000000447035;7;0;0;7
TB;ITA;18;BIM;1994;133;S;S;A;ALOS;FAL;FM;57.9999983310699;1;0;0;1
TB;ITA;18;BIM;1994;133;S;S;A;ANTO;MEG;FM;48.9999987185001;9;0;0;9
TB;ITA;18;BIM;1994;133;S;S;A;ARGE;SPY;FM;18.9999993890524;3;0;0;3
TB;ITA;18;BIM;1994;133;S;S;A;CALM;MAC;FM;1.00000004749745;1;0;0;1
TB;ITA;18;BIM;1994;133;S;S;A;CAPO;APE;FM;8.99999961256981;4;0;0;4
TB;ITA;18;BIM;1994;133;S;S;A;CONG;CON;FM;293.000012636185;7;0;0;7
TB;ITA;18;BIM;1994;133;S;S;C;ELED;CIR;FM;4940.99998474121;20;5;15;0
TB;ITA;18;BIM;1994;133;S;S;A;EUTR;GUR;FM;4.99999988824129;2;0;0;2
TB;ITA;18;BIM;1994;133;S;S;A;GOBI;FRI;FM;35.9999984502792;25;0;0;25
TB;ITA;18;BIM;1994;133;S;S;A;HELI;DAC;FM;8.99999961256981;1;0;0;1
TB;ITA;18;BIM;1994;133;S;S;A;LEPM;BOS;FM;46.000000089407;1;0;1;0
TB;ITA;18;BIM;1994;133;S;S;A;LEPM;WHS;FM;81.0000002384186;1;0;0;1
TB;ITA;18;BIM;1994;133;S;S;A;LOPH;BUD;FM;777.999997138977;5;3;0;2
TB;ITA;18;BIM;1994;133;S;S;A;LOPH;PIS;FM;1980.99994659424;2;1;1;0
TB;ITA;18;BIM;1994;133;S;S;A;MERL;MER;FM;3148.9999294281;100;37;25;38
TB;ITA;18;BIM;1994;133;S;S;A;MICM;POU;FM;96.000000834465;2;0;0;2
TB;ITA;18;BIM;1994;133;S;S;A;MULL;BAR;FM;814.000010490417;12;9;3;0
TB;ITA;18;BIM;1994;133;S;S;C;OCTO;SAL;FM;421.000003814697;1;0;0;1
TB;ITA;18;BIM;1994;133;S;S;A;PHYI;BLE;FM;17.9999992251396;3;0;0;3
TB;ITA;18;BIM;1994;133;S;S;A;SARD;PIL;FM;46.9999983906746;1;0;0;1
TB;ITA;18;BIM;1994;133;S;S;C;SEPI;ORB;FM;29.9999993294477;4;0;0;4
TB;ITA;18;BIM;1994;133;S;S;C;SEPO;SPP;FM;35.9999984502792;7;0;0;7
TB;ITA;18;BIM;1994;133;S;S;A;SERA;CAB;FM;9.99999977648258;1;0;0;1
TB;ITA;18;BIM;1994;133;S;S;A;SERA;HEP;FM;34.000001847744;4;0;0;4
TB;ITA;18;BIM;1994;133;S;S;A;SPIC;SMA;FM;17.9999992251396;1;0;0;1
TB;ITA;18;BIM;1994;133;S;S;A;SYMP;NIG;FM;23.0000000447035;1;0;0;1
TB;ITA;18;BIM;1994;133;S;S;A;TRAC;TRA;FM;2892.99988746643;347;6;9;332
TB;ITA;18;BIM;1994;133;S;S;A;TRIS;CAP;FM;347.000002861023;20;4;0;16
TB;ITA;18;BIM;1994;134;S;S;C;ALLO;MED;FM;10.9999999403954;2;0;0;2
TB;ITA;18;BIM;1994;134;S;S;A;ARGE;SPY;FM;64.0000030398369;4;0;0;4
TB;ITA;18;BIM;1994;134;S;S;A;BOOP;BOO;FM;120.999999344349;1;0;0;1
TB;ITA;18;BIM;1994;134;S;S;A;CONG;CON;FM;291.000008583069;7;0;0;7
TB;ITA;18;BIM;1994;134;S;S;C;ELED;CIR;FM;3753.00002098083;23;7;16;0
TB;ITA;18;BIM;1994;134;S;S;A;EUTR;GUR;FM;14.0000004321337;3;0;0;3
TB;ITA;18;BIM;1994;134;S;S;A;HELI;DAC;FM;50.9999990463257;3;0;0;3
TB;ITA;18;BIM;1994;134;S;S;C;ILLE;COI;FM;116.999998688698;1;1;0;0
TB;ITA;18;BIM;1994;134;S;S;A;LOPH;BUD;FM;1779.99997138977;10;0;7;3
TB;ITA;18;BIM;1994;134;S;S;A;LOPH;PIS;FM;1889.99998569489;2;2;0;0
TB;ITA;18;BIM;1994;134;S;S;A;MERL;MER;FM;1613.9999628067;59;15;11;33
TB;ITA;18;BIM;1994;134;S;S;A;MULL;BAR;FM;203.999996185303;2;2;0;0
TB;ITA;18;BIM;1994;134;S;S;C;OCTO;SAL;FM;370.000004768372;2;0;0;2
TB;ITA;18;BIM;1994;134;S;S;A;PHYI;BLE;FM;35.0000001490116;3;0;0;3
TB;ITA;18;BIM;1994;134;S;S;B;POLC;TYP;FM;3.00000002607703;1;0;0;1
TB;ITA;18;BIM;1994;134;S;S;C;SEPI;ORB;FM;48.0000004172325;5;0;0;5
TB;ITA;18;BIM;1994;134;S;S;C;SEPO;SPP;FM;64.0000030398369;7;0;0;7
TB;ITA;18;BIM;1994;134;S;S;A;SERA;CAB;FM;65.9999996423721;2;0;0;2
TB;ITA;18;BIM;1994;134;S;S;A;SPIC;SMA;FM;50.0000007450581;2;0;0;2
TB;ITA;18;BIM;1994;134;S;S;C;TODI;EBL;FM;86.9999974966049;1;0;0;1
TB;ITA;18;BIM;1994;134;S;S;A;TRAC;TRA;FM;799.000024795532;156;0;0;156
TB;ITA;18;BIM;1994;134;S;S;A;TRIS;CAP;FM;472.99998998642;21;8;1;12
