TYPE_OF_FILE;COUNTRY;AREA;VESSEL;GEAR;RIGGING;DOORS;YEAR;MONTH;DAY;HAUL_NUMBER;CODEND_CLOSING;PART_OF_THE_CODEND;SHOOTING_TIME;SHOOTING_QUADRANT;SHOOTING_LATITUDE;SHOOTING_LONGITUDE;SHOOTING_DEPTH;HAULING_TIME;HAULING_QUADRANT;HAULING_LATITUDE;HAULING_LONGITUDE;HAULING_DEPTH;HAUL_DURATION;VALIDITY;COURSE;RECORDED_SPECIES;DISTANCE;VERTICAL_OPENING;WING_OPENING;GEOMETRICAL_PRECISION;BRIDLES_LENGTH;WARP_LENGTH;WARP_DIAMETER;HYDROLOGICAL_STATION;OBSERVATIONS;BOTTOM_TEMPERATURE_BEGINNING;BOTTOM_TEMPERATURE_END;MEASURING_SYSTEM;NUMBER_OF_THE_STRATUM;BOTTOM_SALINITY_BEGINNING;BOTTOM_SALINITY_END;MEASURING_SYSTEM_SALINITY
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;17;105;S;S;1048;1;4110.82;1649.95;53;1118;1;4111.56;1648.19;56;30;V;R;3;2815;50;50;M;100;350;13;;0;15.2;15.4;SI;22127f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;22;148;S;S;436;1;4137.16;1644.08;106;506;1;4136.06;1645.45;109;30;V;R;3;2796;50;50;M;100;600;13;;0;13.9;13.8;SI;22133g;NA;NA;NA
TA;ALB;18;MIZ;GOC73;GC73;WHS8;2021;8;25;168;S;S;347;1;4125.95;1845.9;389;447;1;4128.82;1845.54;391;60;V;R;3;5352;50;50;M;150;1400;13;;0;14.6;14.7;SI;22144i;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;24;152;S;S;900;1;4103.18;1749.98;562;1000;1;4101.94;1753.4;643;60;V;R;3;5297;50;50;M;150;1700;13;;0;14.4;14.3;SI;22130f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;27;76;S;S;1230;1;4017.16;1827.3;74;1300;1;4018.58;1826.62;84;30;V;R;3;2796;50;50;M;100;500;13;;0;15.4;15.3;SI;22122e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;20;145;S;S;457;1;4210.76;1656.98;412;557;1;4208.01;1658.14;383;60;V;R;3;5334;50;50;M;150;1400;13;;0;14.4;14.4;SI;22134g;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;16;109;S;S;1027;1;4116.94;1634.68;41;1057;1;4118.09;1633.33;43;30;V;R;3;2852;50;50;M;100;400;13;;0;15.3;15.4;SI;22131g;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;18;121;S;S;651;1;4143.38;1610.36;11;721;1;4142.34;1608.86;11;30;V;R;3;2815;50;50;M;100;200;13;;0;25.2;25.3;SI;22136h;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;22;116;S;S;910;1;4132.32;1710.14;546;1010;1;4129.51;1710.06;553;60;V;R;3;5222;50;50;M;150;1700;13;;0;14.4;14.3;SI;22135g;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;23;104;S;S;429;1;4108.07;1703.32;92;459;1;4107.47;1705.23;91;30;V;R;3;2889;50;50;M;100;500;13;;0;14.3;14.4;SI;22127f;NA;NA;NA
TA;ALB;18;MIZ;GOC73;GC73;WHS8;2021;8;26;14;S;S;430;1;4125.09;1906.41;115;500;1;4123.66;1906.34;112;30;V;R;3;2648;50;50;M;100;650;13;;0;15.5;15.6;SI;22143i;NA;NA;NA
TA;MON;18;MIZ;GOC73;GC73;WHS8;2021;8;25;176;S;S;1717;1;4152.07;1843.44;114;1747;1;4150.61;1843.2;114;30;V;R;3;2722;50;50;M;100;600;13;;0;15.4;15.5;SI;22148j;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;17;138;S;S;458;1;4119.84;1651.33;107;528;1;4118.31;1651.54;106;30;V;R;3;2852;50;50;M;100;550;13;;0;15.1;15.2;SI;22133g;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;16;112;S;S;1137;1;4119.78;1633.81;56;1207;1;4121.01;1632.78;58;30;V;R;3;2666;50;50;M;100;400;13;;0;14.7;14.8;SI;22132g;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;16;160;S;S;1335;1;4128.96;1630.31;68;1405;1;4130.43;1629.93;68;30;V;R;3;2759;50;50;M;100;400;13;;0;14.6;14.4;SI;22137h;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;16;125;S;S;1558;1;4124.44;1623.99;36;1628;1;4123.13;1624.82;35;30;V;R;3;2704;50;50;M;100;300;13;;0;16.4;16.3;SI;22136h;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;17;107;S;S;635;1;4114.9;1658.55;112;705;1;4114.01;1700.2;114;30;V;R;3;2870;50;50;M;100;600;13;;0;14.8;14.7;SI;22128f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;17;80;S;S;824;1;4107.51;1658.26;38;854;1;4108.11;1656.45;38;30;V;R;3;2740;50;50;M;100;350;13;;0;17.4;17.2;SI;22126f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;17;100;S;S;1230;1;4111.34;1645.51;38;1300;1;4112.12;1643.84;40;30;V;R;3;2759;50;50;M;100;300;13;;0;21.3;21.5;SI;22126f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;18;117;S;S;445;1;4146.8;1620.23;34;515;1;4148.09;1619.23;28;30;V;R;3;2778;50;50;M;100;250;13;;0;16.3;16.9;SI;22136h;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;18;123;S;S;921;1;4135.77;1612.75;15;951;1;4134.36;1613.5;18;30;V;R;3;2815;50;50;M;100;200;13;;0;24.7;25.1;SI;22136h;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;20;144;S;S;727;1;4207.22;1701.49;614;827;1;4204.37;1701.17;617;60;V;R;3;5315;50;50;M;150;1850;13;;0;14.1;13.9;SI;22140h;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;20;143;S;S;940;1;4201.28;1701.01;586;1040;1;4158.36;1700.92;563;60;V;R;3;5408;50;50;M;150;1850;13;;0;13.8;14;SI;22140h;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;20;139;S;S;1250;1;4156.85;1649.13;228;1350;1;4153.98;1650.44;228;60;V;R;3;5611;50;50;M;150;900;13;;0;14.2;14.3;SI;22139h;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;20;146;S;S;1535;1;4155.63;1645.55;172;1605;1;4154.18;1646.07;168;30;V;R;3;2796;50;50;M;100;800;13;;0;14;13.7;SI;22138h;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;20;162;S;S;1657;1;4150.4;1643.04;134;1727;1;4148.95;1643.69;134;30;V;R;3;2852;50;50;M;100;650;13;;0;13.7;13.7;SI;22138h;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;21;126;S;S;430;1;4144.23;1630.51;82;500;1;4142.82;1631.07;84;30;V;R;3;2722;50;50;M;100;450;13;;0;14.2;14.4;SI;22137h;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;21;129;S;S;619;1;4137.05;1631.4;79;649;1;4135.54;1631.48;77;30;V;R;3;2796;50;50;M;100;450;13;;0;14.2;14.3;SI;22132g;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;21;147;S;S;855;1;4143.06;1641.64;101;925;1;4141.63;1642.11;106;30;V;R;3;2741;50;50;M;100;550;13;;0;14.1;13.9;SI;22133g;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;22;137;S;S;618;1;4133.93;1653.22;135;648;1;4132.76;1651.96;125;30;V;R;3;2778;50;50;M;100;650;13;;0;14.1;13.9;SI;22138h;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;22;142;S;S;1130;1;4130.69;1705.87;407;1230;1;4133.31;1704.43;396;60;V;R;3;5278;50;50;M;150;1450;13;;0;14.4;14.4;SI;22139h;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;22;110;S;S;1418;1;4127.54;1650.81;114;1448;1;4126.09;1650.28;110;30;V;R;3;2778;50;50;M;100;550;13;;0;14;14.2;SI;22133g;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;23;135;S;S;614;1;4101.14;1712.87;30;644;1;4100.36;1714.56;40;30;V;R;3;2778;50;50;M;100;300;13;;0;21.7;21.4;SI;22126f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;23;134;S;S;809;1;4056.43;1726.74;74;839;1;4055.42;1728.18;73;30;V;R;3;2741;50;50;M;100;450;13;;0;14.9;14.9;SI;22127f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;23;133;S;S;956;1;4058.13;1736.85;109;1026;1;4058.95;1735.23;101;30;V;R;3;2722;50;50;M;100;600;13;;0;14.6;14.6;SI;22128f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;23;150;S;S;1220;1;4102.45;1729.03;134;1250;1;4103.38;1727.55;137;30;V;R;3;2685;50;50;M;100;600;13;;0;14.5;14.4;SI;22128f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;23;161;S;S;1414;1;4106.66;1719.36;120;1444;1;4107.67;1717.8;129;30;V;R;3;2869;50;50;M;100;600;13;;0;14.5;14.3;SI;22128f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;24;101;S;S;436;1;4053.14;1731.83;63;506;1;4052.29;1733.43;61;30;V;R;3;2759;50;50;M;100;400;13;;0;14.9;15.2;SI;22122e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;24;132;S;S;615;1;4054.98;1739.29;104;645;1;4054.25;1741.05;104;30;V;R;3;2815;50;50;M;100;550;13;;0;14.6;14.7;SI;22123e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;24;151;S;S;1118;1;4101.38;1749.9;320;1218;1;4100.21;1753.42;285;60;V;R;3;5371;50;50;M;150;1300;13;;0;14.7;14.4;SI;22129f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;24;131;S;S;1412;1;4051.64;1748.35;102;1442;1;4050.98;1750.1;104;30;V;R;3;2741;50;50;M;100;550;13;;0;14.9;15;SI;22128f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;24;154;S;S;1542;1;4045.73;1749.54;79;1612;1;4045.04;1751.3;81;30;V;R;3;2796;50;50;M;100;500;13;;0;15;15;SI;22127f;NA;NA;NA
TA;MON;18;MIZ;GOC73;GC73;WHS8;2021;8;25;177;S;S;721;1;4146.65;1836.56;275;821;1;4149.31;1835.19;261;60;V;R;3;5278;50;50;M;150;1150;13;;0;15;15.2;SI;22149j;NA;NA;NA
TA;MON;18;MIZ;GOC73;GC73;WHS8;2021;8;25;178;S;S;1015;1;4150.04;1825.93;688;1115;1;4152.55;1824.25;754;60;V;R;3;5204;50;50;M;150;2000;13;;0;14.4;14.1;SI;22150j;NA;NA;NA
TA;MON;18;MIZ;GOC73;GC73;WHS8;2021;8;25;174;S;S;1309;1;4202.06;1829.02;300;1409;1;4204.94;1829.13;279;60;V;R;3;5334;50;50;M;150;1150;13;;0;14.6;14.8;SI;22149j;NA;NA;NA
TA;MON;18;MIZ;GOC73;GC73;WHS8;2021;8;25;179;S;S;1513;1;4203.45;1836.74;157;1543;1;4202.95;1838.54;148;30;V;R;3;2648;50;50;M;100;750;13;;0;15.4;15.6;SI;22148j;NA;NA;NA
TA;ALB;18;MIZ;GOC73;GC73;WHS8;2021;8;26;166;S;S;615;1;4119.71;1858.67;114;645;1;4118.39;1857.96;115;30;V;R;3;2629;50;50;M;100;650;13;;0;15.5;15.6;SI;22143i;NA;NA;NA
TA;ALB;18;MIZ;GOC73;GC73;WHS8;2021;8;26;165;S;S;822;1;4107.44;1856.5;124;852;1;4105.99;1856.74;127;30;V;R;3;2704;50;50;M;100;700;13;;0;15.7;15.7;SI;22143i;NA;NA;NA
TA;ALB;18;MIZ;GOC73;GC73;WHS8;2021;8;26;26;S;S;1011;1;4105.11;1852.09;292;1111;1;4108.09;1851.51;300;60;V;R;3;5574;50;50;M;150;1200;13;;0;15;15;SI;22144i;NA;NA;NA
TA;ALB;18;MIZ;GOC73;GC73;WHS8;2021;8;26;170;S;S;1248;1;4105.51;1844.66;602;1348;1;4102.75;1845.06;622;60;V;R;3;5148;50;50;M;150;1850;13;;0;14.4;14.3;SI;22145i;NA;NA;NA
TA;ALB;18;MIZ;GOC73;GC73;WHS8;2021;8;26;32;S;S;1510;1;4059.31;1846.56;581;1610;1;4056.52;1847.11;589;60;V;R;3;5241;50;50;M;150;1800;13;;0;14.3;14.4;SI;22145i;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;27;78;S;S;434;1;4027.29;1838.54;594;534;1;4024.42;1838.42;541;60;V;R;3;5315;50;50;M;150;1800;13;;0;14.6;14.4;SI;22125e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;27;77;S;S;641;1;4023.79;1837.54;404;741;1;4020.87;1837;404;60;V;R;3;5463;50;50;M;150;1450;13;;0;14.4;14.5;SI;22124e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;27;156;S;S;927;1;4014.09;1829.2;41;957;1;4015.09;1827.7;40;30;V;R;3;2833;50;50;M;100;400;13;;0;17.2;18.1;SI;22121e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;27;157;S;S;1409;1;4024.44;1830.96;112;1439;1;4025.76;1830.16;110;30;V;R;3;2685;50;50;M;100;600;13;;0;15;15;SI;22123e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;27;84;S;S;1602;1;4034.67;1831.67;119;1632;1;4035.82;1830.45;120;30;V;R;3;2722;50;50;M;100;600;13;;0;14.8;14.7;SI;22123e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;28;86;S;S;438;1;4035.48;1837.38;572;538;1;4038.2;1836.73;587;60;V;R;3;5130;50;50;M;150;1850;13;;0;14.5;14.3;SI;22125e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;28;85;S;S;651;1;4039.55;1834.31;454;751;1;4041.39;1831.41;409;60;V;R;3;5315;50;50;M;150;1550;13;;0;14.5;14.6;SI;22124e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;28;83;S;S;905;1;4038.31;1827.93;125;935;1;4039.16;1826.28;124;30;V;R;3;2796;50;50;M;100;600;13;;0;14.7;14.8;SI;22123e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;28;93;S;S;1022;1;4039.63;1822.54;117;1052;1;4040.39;1820.89;120;30;V;R;3;2722;50;50;M;100;600;13;;0;14.8;14.9;SI;22123e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;28;88;S;S;1307;1;4034.83;1816.94;92;1337;1;4036;1815.74;91;30;V;R;3;2741;50;50;M;100;550;13;;0;15.1;15.3;SI;22122e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;30;97;S;S;1157;1;4047.43;1759.37;107;1227;1;4046.5;1801.01;110;30;V;R;3;2889;50;50;M;100;600;13;;0;14.9;15;SI;22128f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;30;158;S;S;1318;1;4043.17;1806.16;110;1348;1;4042.18;1807.58;115;30;V;R;3;2703;50;50;M;100;600;13;;0;15;15.1;SI;22128f;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;30;95;S;S;1455;1;4042.9;1815.67;122;1525;1;4042.19;1817.35;120;30;V;R;3;2704;50;50;M;100;600;13;;0;15.1;15.1;SI;22123e;NA;NA;NA
TA;ITA;18;MIZ;GOC73;GC73;WHS8;2021;8;30;98;S;S;1657;1;4047.15;1822.44;559;1757;1;4045.93;1825.76;597;60;V;R;3;5186;50;50;M;150;1800;13;;0;14.8;14.8;SI;22130f;NA;NA;NA
TA;ALB;18;MIZ;GOC73;GC73;WHS8;2021;8;31;39;S;S;447;1;4039.98;1859.85;533;547;1;4042.7;1858.79;505;60;V;R;3;5278;50;50;M;150;1800;13;;0;14.4;14.4;SI;22145i;NA;NA;NA
TA;ALB;18;MIZ;GOC73;GC73;WHS8;2021;8;31;27;S;S;713;1;4042.71;1900.9;328;813;1;4045.21;1858.95;328;60;V;R;3;5389;50;50;M;150;1350;13;;0;15.1;15.1;SI;22144i;NA;NA;NA
TA;ALB;18;MIZ;GOC73;GC73;WHS8;2021;8;31;38;S;S;959;1;4046.14;1855;581;1059;1;4048.62;1853.18;576;60;V;R;3;5260;50;50;M;150;1800;13;;0;14.4;14.5;SI;22145i;NA;NA;NA
TA;ALB;18;MIZ;GOC73;GC73;WHS8;2021;8;31;167;S;S;1217;1;4052.55;1853.47;340;1317;1;4055.09;1851.52;353;60;V;R;3;5463;50;50;M;150;1350;13;;0;14.7;14.7;SI;22144i;NA;NA;NA
TA;ALB;18;MIZ;GOC73;GC73;WHS8;2021;8;31;33;S;S;1440;1;4053.02;1850.04;582;1540;1;4055.6;1848.26;530;60;V;R;3;5389;50;50;M;150;1800;13;;0;14.2;14.4;SI;22145i;NA;NA;NA
