TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;MONTH;DAY;HAUL_NUMBER;LITTER_CATEGORY;LITTER_SUB-CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_SUB-CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_SUB-CATEGORY;NOTE
TL;MON;18;PEC;2013;7;21;173;L1;A;680;4;30;1;
TL;MON;18;PEC;2013;7;21;173;L1;B;680;4;620;2;
TL;MON;18;PEC;2013;7;21;173;L1;C;680;4;30;1;
TL;MON;18;PEC;2013;7;21;172;L1;A;890;12;450;7;
TL;MON;18;PEC;2013;7;21;172;L1;B;890;12;160;1;
TL;MON;18;PEC;2013;7;21;172;L1;C;890;12;280;4;
TL;MON;18;PEC;2013;7;21;172;L3;A;40;1;40;1;
TL;MON;18;PEC;2013;7;21;172;L4;B;360;1;360;1;
TL;MON;18;PEC;2013;7;21;171;L1;A;9190;38;2400;8;
TL;MON;18;PEC;2013;7;21;171;L1;B;9190;38;6500;25;
TL;MON;18;PEC;2013;7;21;171;L1;C;9190;38;120;4;
TL;MON;18;PEC;2013;7;21;171;L1;E;9190;38;170;1;
TL;MON;18;PEC;2013;7;21;171;L4;A;300;2;300;2;
TL;MON;18;PEC;2013;7;21;171;L5;A;600;2;600;2;
TL;MON;18;PEC;2013;7;21;171;L8;0;400;1;400;1;spugna
TL;MON;18;PEC;2013;7;21;174;L1;A;660;5;20;2;
TL;MON;18;PEC;2013;7;21;174;L1;B;660;5;640;3;
TL;MON;18;PEC;2013;7;21;174;L8;0;50;1;50;1;spugna
TL;MON;18;PEC;2013;7;22;180;L1;A;220;3;140;1;
TL;MON;18;PEC;2013;7;22;180;L1;B;220;3;80;2;
TL;MON;18;PEC;2013;7;22;178;L1;A;780;7;420;5;
TL;MON;18;PEC;2013;7;22;178;L1;B;780;7;360;2;
TL;MON;18;PEC;2013;7;22;178;L3;A;20;1;20;1;
TL;MON;18;PEC;2013;7;22;179;L1;B;80;2;80;2;
TL;MON;18;PEC;2013;7;22;179;L5;D;30;1;30;1;assorbenti igienici
TL;MON;18;PEC;2013;7;22;177;L0;0;0;0;0;0;
TL;MON;18;PEC;2013;7;22;176;L1;A;140;5;40;2;
TL;MON;18;PEC;2013;7;22;176;L1;B;140;5;80;2;
TL;MON;18;PEC;2013;7;22;176;L1;E;140;5;20;1;
TL;MON;18;PEC;2013;7;22;175;L1;A;3140;21;200;4;
TL;MON;18;PEC;2013;7;22;175;L1;B;3140;21;2600;13;
TL;MON;18;PEC;2013;7;22;175;L1;C;3140;21;140;3;
TL;MON;18;PEC;2013;7;22;175;L1;E;3140;21;200;1;
TL;MON;18;PEC;2013;7;22;175;L3;A;60;2;60;2;
TL;ITA;18;PEC;2013;7;29;100;L3;E;1500;1;1500;1;cavi di acciaio
TL;ITA;18;PEC;2013;7;29;105;L1;A;290;7;130;5;
TL;ITA;18;PEC;2013;7;29;105;L1;B;290;7;110;1;
TL;ITA;18;PEC;2013;7;29;105;L1;C;290;7;50;1;
TL;ITA;18;PEC;2013;7;29;137;L1;A;20;1;20;1;
TL;ITA;18;PEC;2013;7;29;138;L1;A;60;3;60;3;
TL;ITA;18;PEC;2013;7;29;138;L4;A;20;1;20;1;
TL;ITA;18;PEC;2013;7;29;148;L0;0;0;0;0;0;
TL;ITA;18;PEC;2013;7;29;147;L1;A;100;2;100;2;
TL;ITA;18;PEC;2013;7;29;129;L1;B;55;2;55;2;
TL;ITA;18;PEC;2013;7;30;145;L1;A;60;2;45;1;
TL;ITA;18;PEC;2013;7;30;145;L1;C;60;2;15;1;
TL;ITA;18;PEC;2013;7;30;145;L3;A;25;1;25;1;
TL;ITA;18;PEC;2013;7;30;145;L4;A;460;1;460;1;
TL;ITA;18;PEC;2013;7;30;145;L7;0;10;1;10;1;
TL;ITA;18;PEC;2013;7;30;144;L4;A;180;1;180;1;
TL;ITA;18;PEC;2013;7;30;143;L1;A;140;5;130;4;
TL;ITA;18;PEC;2013;7;30;143;L1;B;140;5;10;1;
TL;ITA;18;PEC;2013;7;30;143;L3;A;35;1;35;1;
TL;ITA;18;PEC;2013;7;30;139;L1;A;10;1;10;1;
TL;ITA;18;PEC;2013;7;30;139;L4;A;130;1;130;1;
TL;ITA;18;PEC;2013;7;30;146;L4;A;620;1;620;1;
TL;ITA;18;PEC;2013;7;30;162;L1;B;20;1;20;1;
TL;ITA;18;PEC;2013;7;30;162;L4;A;100;1;100;1;
TL;ITA;18;PEC;2013;8;2;123;L1;A;385;4;25;1;
TL;ITA;18;PEC;2013;8;2;123;L1;F;385;4;360;3;
TL;ITA;18;PEC;2013;8;2;121;L1;A;790;7;280;2;
TL;ITA;18;PEC;2013;8;2;121;L1;B;790;7;100;1;
TL;ITA;18;PEC;2013;8;2;121;L1;F;790;7;50;1;
TL;ITA;18;PEC;2013;8;2;121;L1;G;790;7;360;3;
TL;ITA;18;PEC;2013;8;2;117;L1;A;340;8;20;1;
TL;ITA;18;PEC;2013;8;2;117;L1;G;340;8;300;6;
TL;ITA;18;PEC;2013;8;2;117;L1;H;340;8;20;1;fascetta
TL;ITA;18;PEC;2013;8;2;126;L1;A;110;2;50;1;
TL;ITA;18;PEC;2013;8;2;126;L1;B;110;2;60;1;
TL;ITA;18;PEC;2013;8;2;126;L4;A;340;2;340;2;
TL;ITA;18;PEC;2013;8;3;109;L0;0;0;0;0;0;
TL;ITA;18;PEC;2013;8;3;112;L1;A;30;3;30;3;
TL;ITA;18;PEC;2013;8;3;125;L0;0;0;0;0;0;
TL;ITA;18;PEC;2013;8;2;160;L1;A;100;2;30;1;
TL;ITA;18;PEC;2013;8;2;160;L1;G;100;2;70;1;
TL;ITA;18;PEC;2013;7;11;95;L1;A;140;3;60;2;
TL;ITA;18;PEC;2013;7;11;95;L1;B;140;3;80;1;
TL;ITA;18;PEC;2013;7;11;95;L3;A;70;2;70;2;
TL;ITA;18;PEC;2013;7;11;98;L1;A;14260;12;300;8;
TL;ITA;18;PEC;2013;7;11;98;L1;C;14260;12;20;2;
TL;ITA;18;PEC;2013;7;11;98;L1;E;14260;12;13900;1;bidone olio
TL;ITA;18;PEC;2013;7;11;98;L1;G;14260;12;40;1;
TL;ITA;18;PEC;2013;7;11;85;L1;A;230;5;150;4;
TL;ITA;18;PEC;2013;7;11;85;L1;B;230;5;80;1;
TL;ITA;18;PEC;2013;7;11;84;L1;A;80;3;80;3;
TL;ITA;18;PEC;2013;7;11;83;L1;A;120;2;40;1;
TL;ITA;18;PEC;2013;7;11;83;L1;C;120;2;80;1;
TL;ITA;18;PEC;2013;7;11;93;L1;A;60;6;60;6;
TL;ITA;18;PEC;2013;7;11;93;L3;A;30;1;30;1;
TL;ITA;18;PEC;2013;7;11;93;L4;A;400;1;400;1;
TL;ITA;18;PEC;2013;7;12;156;L1;C;30;1;30;1;
TL;ITA;18;PEC;2013;7;12;76;L1;A;40;2;20;1;
TL;ITA;18;PEC;2013;7;12;76;L1;C;40;2;20;1;
TL;ITA;18;PEC;2013;7;23;101;L1;A;60;3;60;3;
TL;ITA;18;PEC;2013;7;23;101;L5;A;150;1;150;1;
TL;ITA;18;PEC;2013;7;12;157;L1;A;100;7;50;4;
TL;ITA;18;PEC;2013;7;12;157;L1;B;100;7;30;1;
TL;ITA;18;PEC;2013;7;12;157;L1;C;100;7;20;2;
TL;ITA;18;PEC;2013;7;12;157;L4;A;220;1;220;1;
TL;ITA;18;PEC;2013;7;12;77;L0;0;0;0;0;0;
TL;ITA;18;PEC;2013;7;12;78;L1;A;120;3;120;3;
TL;ITA;18;PEC;2013;7;12;78;L4;A;200;1;200;1;
TL;ITA;18;PEC;2013;7;12;86;L1;A;440;7;340;3;
TL;ITA;18;PEC;2013;7;12;86;L1;B;440;7;60;1;
TL;ITA;18;PEC;2013;7;12;86;L1;C;440;7;40;3;
TL;ITA;18;PEC;2013;7;12;86;L3;C;5000;2;5000;2;contenitori vernici
TL;ITA;18;PEC;2013;7;13;88;L1;A;250;5;250;5;
TL;ITA;18;PEC;2013;7;13;158;L1;A;70;3;70;3;
TL;ITA;18;PEC;2013;7;13;158;L4;A;220;1;220;1;
TL;ITA;18;PEC;2013;7;13;97;L1;A;170;4;150;3;
TL;ITA;18;PEC;2013;7;13;97;L1;G;170;4;20;1;
TL;ITA;18;PEC;2013;7;13;97;L8;0;150;1;150;1;spugna
TL;ITA;18;PEC;2013;7;15;131;L1;A;200;5;150;4;
TL;ITA;18;PEC;2013;7;15;131;L1;H;200;5;50;1;resta per cozze
TL;ITA;18;PEC;2013;7;15;131;L8;0;500;1;500;1;spugna
TL;ITA;18;PEC;2013;7;13;154;L0;0;0;0;0;0;
TL;ITA;18;PEC;2013;7;15;151;L1;A;80;2;30;1;
TL;ITA;18;PEC;2013;7;15;151;L1;B;80;2;50;1;
TL;ITA;18;PEC;2013;7;15;152;L0;0;0;0;0;0;
TL;ITA;18;PEC;2013;7;23;132;L0;0;0;0;0;0;
TL;ITA;18;PEC;2013;7;23;133;L1;A;130;4;130;4;
TL;ITA;18;PEC;2013;7;25;135;L1;A;85;2;85;2;
TL;ITA;18;PEC;2013;7;25;135;L2;B;1250;1;1250;1;stivale
TL;ITA;18;PEC;2013;7;25;135;L4;A;150;1;150;1;
TL;ITA;18;PEC;2013;7;25;134;L1;A;150;6;30;2;
TL;ITA;18;PEC;2013;7;25;134;L1;B;150;6;120;4;
TL;ITA;18;PEC;2013;7;25;134;L3;A;20;1;20;1;
TL;ITA;18;PEC;2013;7;25;134;L4;A;500;2;500;2;
TL;ITA;18;PEC;2013;7;25;150;L1;A;230;5;80;3;
TL;ITA;18;PEC;2013;7;25;150;L1;B;230;5;150;2;
TL;ITA;18;PEC;2013;7;25;150;L3;A;30;1;30;1;
TL;ITA;18;PEC;2013;7;25;150;L4;A;500;2;500;2;
TL;ITA;18;PEC;2013;7;25;161;L1;A;70;3;30;2;
TL;ITA;18;PEC;2013;7;25;161;L1;H;70;3;40;1;resta per cozze
TL;ITA;18;PEC;2013;7;25;161;L5;A;650;1;650;1;
TL;ITA;18;PEC;2013;7;25;161;L8;0;850;1;850;1;spugna
TL;ITA;18;PEC;2013;7;25;104;L1;A;75;4;45;3;
TL;ITA;18;PEC;2013;7;25;104;L1;H;75;4;30;1;resta per cozze
TL;ITA;18;PEC;2013;7;27;80;L1;A;70;3;20;2;
TL;ITA;18;PEC;2013;7;27;80;L1;C;70;3;50;1;
TL;ITA;18;PEC;2013;7;27;107;L1;A;15;1;15;1;
TL;ITA;18;PEC;2013;7;27;142;L1;A;100;2;100;2;
TL;ITA;18;PEC;2013;7;27;142;L3;A;50;1;50;1;
TL;ITA;18;PEC;2013;7;27;142;L4;A;1440;4;1440;4;
TL;ITA;18;PEC;2013;7;27;142;L8;0;180;1;180;1;scheda macre pc
TL;ITA;18;PEC;2013;7;27;116;L1;A;380;5;360;4;
TL;ITA;18;PEC;2013;7;27;116;L1;C;380;5;20;1;
TL;ITA;18;PEC;2013;7;27;116;L4;C;820;2;80;1;
TL;ITA;18;PEC;2013;7;27;116;L4;D;820;2;740;1;
TL;ITA;18;PEC;2013;7;27;116;L8;0;40;1;40;1;guarnizioni
TL;ITA;18;PEC;2013;7;27;110;L1;A;40;1;40;1;
TL;ITA;18;PEC;2013;7;27;110;L8;0;180;1;180;1;spugna
TL;ALB;18;PEC;2013;7;16;13;L1;A;200;9;40;5;
TL;ALB;18;PEC;2013;7;16;13;L1;B;200;9;160;4;
TL;ALB;18;PEC;2013;7;16;13;L3;A;40;1;40;1;
TL;ALB;18;PEC;2013;7;16;13;L4;A;840;2;840;2;
TL;ALB;18;PEC;2013;7;16;13;L5;D;240;1;240;1;panolino
TL;ALB;18;PEC;2013;7;16;6;L1;A;60;3;60;3;
TL;ALB;18;PEC;2013;7;16;8;L1;B;1100;6;1100;6;
TL;ALB;18;PEC;2013;7;17;1;L1;A;1740;4;40;1;
TL;ALB;18;PEC;2013;7;17;1;L1;B;1740;4;1700;3;
TL;ALB;18;PEC;2013;7;16;4;L1;A;3820;13;100;3;
TL;ALB;18;PEC;2013;7;16;4;L1;B;3820;13;3720;10;
TL;ALB;18;PEC;2013;7;17;26;L1;A;300;1;300;1;
TL;ALB;18;PEC;2013;7;17;26;L7;0;1600;1;1600;1;filtro meccanico
TL;ALB;18;PEC;2013;7;17;166;L1;A;60;2;40;1;
TL;ALB;18;PEC;2013;7;17;166;L1;C;60;2;20;1;
TL;ALB;18;PEC;2013;7;17;166;L4;A;160;1;160;1;
TL;ALB;18;PEC;2013;7;17;14;L1;A;220;5;120;3;
TL;ALB;18;PEC;2013;7;17;14;L1;B;220;5;100;2;
TL;ALB;18;PEC;2013;7;17;14;L5;A;300;1;300;1;
TL;ALB;18;PEC;2013;7;17;168;L1;A;150;3;150;3;
TL;ALB;18;PEC;2013;7;18;32;L1;A;10;1;10;1;
TL;ALB;18;PEC;2013;7;18;32;L3;A;40;1;40;1;
TL;ALB;18;PEC;2013;7;18;170;L1;A;1430;7;1400;6;
TL;ALB;18;PEC;2013;7;18;170;L1;H;1430;7;30;1;resta per cozze
TL;ALB;18;PEC;2013;7;18;170;L3;A;80;2;80;2;
TL;ALB;18;PEC;2013;7;18;165;L1;B;150;1;150;1;
TL;ALB;18;PEC;2013;7;18;167;L1;B;420;9;300;4;
TL;ALB;18;PEC;2013;7;18;167;L1;C;420;9;120;5;
TL;ALB;18;PEC;2013;7;18;38;L1;A;150;6;30;3;
TL;ALB;18;PEC;2013;7;18;38;L1;B;150;6;120;3;
TL;ALB;18;PEC;2013;7;18;38;L3;A;300;3;200;2;
TL;ALB;18;PEC;2013;7;18;38;L3;B;300;3;100;1;
TL;ALB;18;PEC;2013;7;18;38;L4;A;1340;4;1340;4;
TL;ALB;18;PEC;2013;7;18;33;L1;A;370;4;250;3;
TL;ALB;18;PEC;2013;7;18;33;L1;B;370;4;120;1;
TL;ALB;18;PEC;2013;7;19;27;L3;A;50;2;50;2;
TL;ALB;18;PEC;2013;7;19;27;L5;A;380;1;380;1;
TL;ALB;18;PEC;2013;7;19;39;L1;A;50;2;50;2;
TL;ALB;18;PEC;2013;7;19;31;L3;A;30;1;30;1;
TL;ALB;18;PEC;2013;7;19;31;L4;A;420;1;420;1;
TL;ALB;18;PEC;2013;7;19;169;L0;0;0;0;0;0;
TL;ALB;18;PEC;2013;7;19;22;L1;A;150;2;150;2;
TL;ALB;18;PEC;2013;7;19;22;L5;A;150;1;150;1;
TL;ALB;18;PEC;2013;7;19;23;L1;A;20;1;20;1;
TL;ALB;18;PEC;2013;7;20;163;L1;A;1310;4;50;1;
TL;ALB;18;PEC;2013;7;20;163;L1;B;1310;4;620;2;
TL;ALB;18;PEC;2013;7;20;163;L1;E;1310;4;640;1;vaso
TL;ALB;18;PEC;2013;7;20;17;L1;B;40;1;40;1;
TL;ALB;18;PEC;2013;7;20;16;L1;A;910;12;180;1;
TL;ALB;18;PEC;2013;7;20;16;L1;B;910;12;700;10;
TL;ALB;18;PEC;2013;7;20;16;L1;C;910;12;30;1;
TL;ALB;18;PEC;2013;7;20;16;L4;A;60;1;60;1;
TL;ALB;18;PEC;2013;7;20;16;L5;D;200;1;200;1;panolino
TL;ALB;18;PEC;2013;7;20;10;L1;A;420;7;70;2;
TL;ALB;18;PEC;2013;7;20;10;L1;B;420;7;350;5;
TL;ALB;18;PEC;2013;7;20;10;L5;D;460;1;460;1;panolino
TL;ALB;18;PEC;2013;7;20;41;L1;A;360;7;160;2;
TL;ALB;18;PEC;2013;7;20;41;L1;B;360;7;40;2;
TL;ALB;18;PEC;2013;7;20;41;L1;C;360;7;60;2;
TL;ALB;18;PEC;2013;7;20;41;L1;D;360;7;100;1;
TL;ALB;18;PEC;2013;7;20;41;L5;D;220;1;220;1;panolino
TL;ALB;18;PEC;2013;7;20;2;L1;B;450;2;450;2;
TL;MON;18;PEC;2014;8;25;171;L1;A;34330;43;530;8;
TL;MON;18;PEC;2014;8;25;171;L1;B;34330;43;3060;21;
TL;MON;18;PEC;2014;8;25;171;L1;C;34330;43;390;11;
TL;MON;18;PEC;2014;8;25;171;L1;E;34330;43;50;1;PENNELLO
TL;MON;18;PEC;2014;8;25;171;L1;H;34330;43;30000;1;CHIGLIA DI BARCA
TL;MON;18;PEC;2014;8;25;171;L1;I;34330;43;300;1;RETE
TL;MON;18;PEC;2014;8;25;171;L3;A;130;4;130;4;
TL;MON;18;PEC;2014;8;25;171;L4;A;290;1;290;1;
TL;MON;18;PEC;2014;8;25;171;L5;A;600;9;600;9;STOFFA, SCARPA
TL;MON;18;PEC;2014;8;25;172;L1;A;2460;12;1520;2;
TL;MON;18;PEC;2014;8;25;172;L1;C;2460;12;540;9;
TL;MON;18;PEC;2014;8;25;172;L1;G;2460;12;400;1;
TL;MON;18;PEC;2014;8;25;172;L2;A;2400;2;2000;1;SCARPE
TL;MON;18;PEC;2014;8;25;172;L2;B;2400;2;400;1;
TL;MON;18;PEC;2014;8;25;174;L1;A;970;16;230;6;
TL;MON;18;PEC;2014;8;25;174;L1;B;970;16;200;4;
TL;MON;18;PEC;2014;8;25;174;L1;C;970;16;30;3;
TL;MON;18;PEC;2014;8;25;174;L1;E;970;16;310;1;PNEUMATICO
TL;MON;18;PEC;2014;8;25;174;L1;F;970;16;150;1;
TL;MON;18;PEC;2014;8;25;174;L1;H;970;16;50;1;RESTA
TL;MON;18;PEC;2014;8;25;174;L2;B;110;1;110;1;SCARPA
TL;MON;18;PEC;2014;8;25;174;L5;A;550;1;550;1;
TL;MON;18;PEC;2014;8;25;174;L8;0;140;1;140;1;SPUGNA
TL;MON;18;PEC;2014;8;25;179;L1;A;280;6;30;1;
TL;MON;18;PEC;2014;8;25;179;L1;B;280;6;190;2;
TL;MON;18;PEC;2014;8;25;179;L1;C;280;6;10;3;
TL;MON;18;PEC;2014;8;25;179;L1;G;280;6;50;;
TL;MON;18;PEC;2014;8;25;179;L5;D;120;1;120;1;PANNOLINO
TL;MON;18;PEC;2014;8;26;178;L1;A;190;6;160;4;
TL;MON;18;PEC;2014;8;26;178;L1;E;190;6;10;1;
TL;MON;18;PEC;2014;8;26;178;L1;H;190;6;20;1;RESTA
TL;MON;18;PEC;2014;8;26;177;L1;A;30;6;10;3;
TL;MON;18;PEC;2014;8;26;177;L1;B;30;6;10;1;
TL;MON;18;PEC;2014;8;26;177;L1;C;30;6;10;2;
TL;MON;18;PEC;2014;8;26;177;L2;B;820;1;820;1;SCARPA
TL;MON;18;PEC;2014;8;26;177;L3;B;20;1;20;1;
TL;MON;18;PEC;2014;8;26;176;L1;B;1850;5;250;3;
TL;MON;18;PEC;2014;8;26;176;L1;G;1850;5;80;1;
TL;MON;18;PEC;2014;8;26;176;L1;I;1850;5;1520;1;
TL;MON;18;PEC;2014;8;26;176;L2;B;440;1;440;1;SCARPA
TL;MON;18;PEC;2014;8;26;176;L3;A;40;1;40;1;
TL;MON;18;PEC;2014;8;26;176;L4;A;80;1;80;1;
TL;MON;18;PEC;2014;8;26;176;L7;0;10;1;10;1;
TL;MON;18;PEC;2014;8;25;173;L1;A;630;9;300;3;
TL;MON;18;PEC;2014;8;25;173;L1;B;630;9;180;5;
TL;MON;18;PEC;2014;8;25;173;L1;E;630;9;150;1;
TL;MON;18;PEC;2014;8;25;173;L4;A;600;1;600;1;
TL;MON;18;PEC;2014;8;25;173;L5;B;450;1;450;1;MATASSA
TL;MON;18;PEC;2014;8;26;175;L1;A;1110;12;250;4;
TL;MON;18;PEC;2014;8;26;175;L1;B;1110;12;650;4;
TL;MON;18;PEC;2014;8;26;175;L1;C;1110;12;210;4;
TL;MON;18;PEC;2014;8;26;175;L3;A;40;1;40;1;
TL;MON;18;PEC;2014;8;26;175;L4;A;250;1;250;1;
TL;MON;18;PEC;2014;8;26;175;L5;D;460;1;460;1;PANNOLINO
TL;MON;18;PEC;2014;8;26;180;L1;A;300;6;220;4;
TL;MON;18;PEC;2014;8;26;180;L1;C;300;6;20;1;
TL;MON;18;PEC;2014;8;26;180;L1;H;300;6;60;1;ESCA ARTIFICIALE
TL;MON;18;PEC;2014;8;26;180;L8;0;1290;1;1290;1;SPUGNA
TL;ALB;18;PEC;2014;8;19;8;L1;A;650;15;300;9;
TL;ALB;18;PEC;2014;8;19;8;L1;H;650;15;150;3;
TL;ALB;18;PEC;2014;8;19;8;L1;I;650;15;200;3;
TL;ALB;18;PEC;2014;8;19;8;L5;D;700;1;700;1;PANNOLINO
TL;ALB;18;PEC;2014;8;19;8;L7;0;50;1;50;1;
TL;ALB;18;PEC;2014;8;19;41;L1;A;510;6;50;1;
TL;ALB;18;PEC;2014;8;19;41;L1;B;510;6;460;5;
TL;ALB;18;PEC;2014;8;19;41;L5;D;800;1;800;1;PANNOLINO
TL;ALB;18;PEC;2014;8;19;165;L1;A;30;2;30;2;
TL;ALB;18;PEC;2014;8;19;165;L3;A;150;1;150;1;
TL;ALB;18;PEC;2014;8;19;165;L4;A;350;1;350;1;
TL;ALB;18;PEC;2014;8;19;26;L1;A;530;7;20;2;
TL;ALB;18;PEC;2014;8;19;26;L1;B;530;7;410;4;
TL;ALB;18;PEC;2014;8;19;26;L1;C;530;7;20;1;
TL;ALB;18;PEC;2014;8;19;26;L1;G;530;7;50;1;
TL;ALB;18;PEC;2014;8;19;26;L1;H;530;7;30;1;RESTA
TL;ALB;18;PEC;2014;8;19;26;L3;A;60;3;60;3;
TL;ALB;18;PEC;2014;8;19;26;L5;A;870;2;820;1;
TL;ALB;18;PEC;2014;8;19;26;L5;D;870;2;50;1;
TL;ALB;18;PEC;2014;8;19;26;L8;0;1500;1;1500;1;CERATA
TL;ALB;18;PEC;2014;8;20;23;L3;B;100;1;100;1;
TL;ALB;18;PEC;2014;8;20;23;L8;0;500;1;500;1;SPUGNA
TL;ALB;18;PEC;2014;8;20;31;L1;B;10;1;10;1;
TL;ALB;18;PEC;2014;8;20;169;L1;A;220;1;220;1;
TL;ALB;18;PEC;2014;8;20;169;L3;A;50;1;50;1;
TL;ALB;18;PEC;2014;8;20;169;L4;A;360;1;360;1;
TL;ALB;18;PEC;2014;8;20;22;L1;A;70;3;70;3;
TL;ALB;18;PEC;2014;8;21;13;L1;B;260;6;230;5;
TL;ALB;18;PEC;2014;8;21;13;L1;H;260;6;30;1;RESTA
TL;ALB;18;PEC;2014;8;21;6;L1;A;200;3;200;3;
TL;ALB;18;PEC;2014;8;21;4;L1;A;800;12;100;3;
TL;ALB;18;PEC;2014;8;21;4;L1;B;800;12;350;3;
TL;ALB;18;PEC;2014;8;21;4;L1;C;800;12;350;6;
TL;ALB;18;PEC;2014;8;21;4;L8;0;200;1;200;1;
TL;ALB;18;PEC;2014;8;21;1;L1;A;1710;10;200;2;
TL;ALB;18;PEC;2014;8;21;1;L1;B;1710;10;470;3;
TL;ALB;18;PEC;2014;8;21;1;L1;C;1710;10;50;2;
TL;ALB;18;PEC;2014;8;21;1;L1;E;1710;10;720;1;SECCHIO
TL;ALB;18;PEC;2014;8;21;1;L1;H;1710;10;120;1;RESTA
TL;ALB;18;PEC;2014;8;21;1;L1;I;1710;10;150;1;
TL;ALB;18;PEC;2014;8;21;1;L3;C;130;1;130;1;
TL;ALB;18;PEC;2014;8;21;14;L1;A;60;7;20;2;
TL;ALB;18;PEC;2014;8;21;14;L1;C;60;7;30;3;
TL;ALB;18;PEC;2014;8;21;14;L1;D;60;7;5;1;
TL;ALB;18;PEC;2014;8;21;14;L1;G;60;7;5;1;
TL;ALB;18;PEC;2014;8;21;168;L1;A;120;6;30;2;
TL;ALB;18;PEC;2014;8;21;168;L1;D;120;6;20;2;
TL;ALB;18;PEC;2014;8;21;168;L1;I;120;6;70;2;
TL;ALB;18;PEC;2014;8;21;168;L3;C;70;1;70;1;
TL;ALB;18;PEC;2014;8;22;166;L1;A;30;1;30;1;
TL;ALB;18;PEC;2014;8;22;166;L5;A;680;4;150;2;
TL;ALB;18;PEC;2014;8;22;166;L5;C;680;4;30;1;
TL;ALB;18;PEC;2014;8;22;166;L5;D;680;4;500;1;PANNOLINO
TL;ALB;18;PEC;2014;8;22;170;L1;A;740;14;250;6;
TL;ALB;18;PEC;2014;8;22;170;L1;B;740;14;260;4;
TL;ALB;18;PEC;2014;8;22;170;L1;C;740;14;20;1;
TL;ALB;18;PEC;2014;8;22;170;L1;G;740;14;140;1;
TL;ALB;18;PEC;2014;8;22;170;L1;H;740;14;20;1;RESTA
TL;ALB;18;PEC;2014;8;22;170;L1;I;740;14;50;1;
TL;ALB;18;PEC;2014;8;22;170;L3;A;20;1;20;1;
TL;ALB;18;PEC;2014;8;22;170;L8;0;4600;1;4600;1;TAPPETO
TL;ALB;18;PEC;2014;8;22;32;L1;A;300;4;210;2;
